DATE,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,17500,18150,17050,17700,4826260
20200730,16800,17500,16300,17300,6983459
20200729,15700,16350,15350,16250,2991281
20200728,14950,15900,14650,15900,4801332
20200727,14600,14850,14550,14800,673227
20200724,14400,15200,14400,14500,1892383
20200723,14600,14650,14300,14550,563129
20200722,14600,14900,14500,14600,891099
20200721,14400,14950,14350,14700,1670645
20200720,14350,14450,14150,14300,495471
20200717,14450,14700,14350,14350,883952
20200716,14650,14650,14150,14350,753365
20200715,14050,14750,14050,14600,2193033
20200714,13850,14050,13800,13900,386094
20200713,14250,14300,13900,14050,560435
20200710,14300,14700,14150,14200,734145
20200709,14350,14600,14150,14400,838040
20200708,14000,14450,13950,14300,857937
20200707,14200,14250,13900,13950,389736
20200706,14150,14200,13900,14100,387012
20200703,13950,14050,13700,14000,323173
20200702,13950,14150,13800,13850,421973
20200701,13600,14250,13500,13700,834942
20200630,13650,13700,13400,13450,376771
20200629,13550,13600,13200,13400,506633
20200626,13850,13900,13650,13800,402392
20200625,13750,13900,13650,13700,391030
20200624,14000,14250,13900,14000,449661
20200623,14150,14300,13750,13900,616238
20200622,14100,14450,13900,14050,815053
20200619,14150,14600,14050,14150,2292982
20200618,13900,13950,13600,13700,722826
20200617,13350,14650,13350,13900,2892381
20200616,13300,13700,13250,13500,606229
20200615,13950,14050,12850,12850,1407210
20200612,13900,14200,13850,14050,1007357
20200611,14400,14900,14200,14600,1895064
20200610,14150,14400,14050,14350,672414
20200609,14450,14600,14000,14150,1073824
20200608,14300,14650,14050,14450,1495802
20200605,14150,14200,13900,14100,650377
20200604,14600,14750,14000,14100,1082748
20200603,14400,14600,14250,14500,1268173
20200602,14100,14550,14000,14200,1104859
20200601,13950,14150,13850,14100,811490
20200529,13900,14500,13700,13900,1934524
20200528,14550,14700,13650,13850,1946009
20200527,15300,15300,14350,14400,3953870
20200526,13150,15700,13050,15300,16966442
20200525,13050,13050,12850,13000,364538
20200522,13300,13400,12900,13000,580001
20200521,13700,13800,13250,13350,1048172
20200520,13050,13300,13000,13300,509784
20200519,13050,13250,12950,13150,672113
20200518,12950,13000,12600,12700,415391
20200515,12950,13050,12700,12900,466245
20200514,13150,13250,12800,12850,919794
20200513,13350,13550,13300,13400,588001
