DATE,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,8600,8600,8160,8230,1023
20200730,8600,8650,8110,8250,4896
20200729,8020,8140,8010,8070,3232
20200728,8080,8090,8010,8040,2292
20200727,8110,8110,8000,8090,1220
20200724,7960,8090,7940,8070,5017
20200723,8110,8130,7960,8010,2909
20200722,8110,8110,7820,8000,9155
20200721,8110,8130,7900,8000,3675
20200720,8120,8120,7930,7940,892
20200717,8140,8140,8040,8090,2390
20200716,7950,8090,7900,8030,789
20200715,7990,8080,7800,7950,3311
20200714,8100,8100,7940,7950,544
20200713,8160,8160,7950,7970,1078
20200710,8160,8160,7920,7950,780
20200709,7980,8150,7960,7990,1686
20200708,8020,8110,7920,8100,2242
20200707,8070,8150,8050,8130,2330
20200706,7930,8050,7930,8040,941
20200703,7990,8090,7990,8050,1111
20200702,7920,8030,7920,7990,1572
20200701,8060,8060,7940,8040,349
20200630,7960,8100,7700,8060,1916
20200629,8180,8180,7740,7930,661
20200626,8090,8090,7870,8030,1290
20200625,8080,8080,7660,7990,2154
20200624,8200,8200,7850,7900,3558
20200623,7960,8040,7800,8030,6175
20200622,8170,8170,7740,7940,10079
20200619,8210,8210,7720,7720,1610
20200618,7620,7980,7570,7800,2526
20200617,7820,7820,7560,7690,862
20200616,7410,7610,7400,7560,2000
20200615,7730,7890,7410,7410,4887
20200612,8090,8090,7440,7840,4120
20200611,8110,8220,8030,8110,3180
20200610,8200,8200,8090,8160,2393
20200609,8350,8350,8100,8200,9949
20200608,8320,8680,8140,8350,3431
20200605,8320,8680,8200,8330,7370
20200604,8280,8690,8240,8320,7418
20200603,8250,8300,8170,8280,4305
20200602,8320,8330,8180,8250,4184
20200601,8400,8700,8090,8330,6220
20200529,8420,8550,8270,8400,4725
20200528,8250,8570,8250,8430,10397
20200527,8260,8480,8150,8320,3363
20200526,8500,8500,8210,8290,16029
20200525,8590,8690,8190,8500,5475
20200522,8500,8620,8360,8590,6625
20200521,8480,8560,8300,8500,8050
20200520,8300,8770,8300,8480,7172
20200519,8330,8600,8300,8300,5718
20200518,8060,8700,7750,8300,19141
20200515,8340,8350,8010,8070,6795
20200514,8620,8620,8340,8350,3660
20200513,8410,8650,8330,8500,4656
20200512,8750,8750,8310,8350,8219
20200511,8220,9090,8180,8300,48276
20200508,8310,9250,8100,8130,133462
20200507,7390,9120,7390,8270,107676
20200506,7470,7600,7350,7390,7077
20200504,7150,7580,7090,7580,1949
20200429,7230,7230,7020,7230,2168
20200428,7160,7230,7150,7150,1490
20200427,7150,7290,7000,7150,2534
20200424,7230,7270,7050,7050,2074
20200423,7170,7230,7040,7200,1175
20200422,7090,7160,6950,7130,2113
20200421,7290,7300,6910,7090,3601
20200420,7060,7400,7060,7300,3338
20200417,7010,7250,6970,7060,3836
20200416,6740,7150,6740,7010,2017
20200414,6780,6910,6610,6840,1291
20200413,6840,6840,6650,6780,2163
20200410,6830,6930,6820,6860,2109
20200409,6940,6980,6810,6930,2594
20200408,6710,6960,6610,6940,2399
20200407,6600,6790,6590,6710,5001
20200406,6290,6670,6230,6600,3016
20200403,6230,6350,6060,6290,8452
20200402,6270,6270,5970,6260,3264
20200401,6400,6400,6170,6170,6949
20200331,6130,6340,6120,6310,4365
20200330,6090,6130,5740,6130,2544
20200327,6070,6290,5980,6090,2717
20200326,5870,6160,5790,6070,3708
20200325,5800,6040,5660,5960,6811
20200324,5580,5950,5460,5660,30064
20200323,5600,5750,5480,5750,2877
20200320,5500,5920,5140,5880,9208
20200319,6770,6810,5150,5500,14298
20200318,6800,6800,6410,6690,3039
20200317,6810,6810,6030,6680,4371
20200316,6730,6850,6670,6770,6347
20200313,6500,6900,6110,6720,13631
20200312,7580,7690,7040,7040,6821
20200311,8060,8060,7580,7580,3674
20200310,7800,8030,7760,7980,1397
20200309,8000,8000,7620,7880,1131
20200306,8200,8200,7980,8030,1865
20200305,8130,8220,7710,8170,2945
20200304,7850,8020,7790,7980,603
20200303,7790,8070,7760,7850,1829
20200302,7360,8080,7360,7760,1992
20200228,7820,8180,7700,7710,7939
20200227,8280,8290,8000,8190,506
20200226,8150,8150,7970,8080,1268
20200225,8200,8290,8000,8000,3987
20200224,8100,8370,8010,8290,1566
20200221,8390,8390,8250,8370,526
20200220,8310,8380,8230,8380,1554
20200219,8300,8410,8200,8250,2901
20200218,8350,8410,8150,8330,5277
20200217,8480,8560,8360,8380,3030
20200214,8450,8590,8400,8480,4680
20200213,8540,8600,8390,8450,2198
20200212,8620,8620,8380,8540,7068
20200211,8650,8820,8500,8630,1493
20200210,8710,8710,8560,8560,238
20200207,8850,8850,8570,8660,2787
20200206,8540,8910,8430,8630,8189
20200205,8320,8490,8310,8410,2600
20200204,8460,8460,8120,8420,3103
20200203,8330,8330,8000,8220,4973
20200131,8400,9170,8230,8330,16044
20200130,8310,8380,8190,8370,2789
20200129,8090,8350,8090,8320,1843
20200128,8250,8310,8100,8260,3995
20200123,8200,8200,8080,8200,374
20200122,8140,8200,8050,8200,433
20200121,8190,8190,8040,8180,292
20200120,8200,8220,8080,8190,2111
20200117,8200,8220,8070,8210,2329
20200116,8200,8200,8120,8180,1697
20200115,8200,8220,8140,8180,628
20200114,8140,8200,8040,8140,1754
20200113,8060,8140,7990,8140,4041
20200110,8140,8140,7950,8040,896
20200109,8040,8150,7900,8050,8111
20200108,8140,8180,8000,8000,2988
20200107,8190,8220,8130,8130,1472
