,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,1565,1570,1440,1485,515487
20200730,1475,1575,1450,1565,774775
20200729,1510,1510,1470,1475,207549
20200728,1510,1555,1475,1500,600387
20200727,1500,1535,1465,1490,386942
20200724,1460,1525,1435,1500,603474
20200723,1485,1500,1445,1460,544676
20200722,1535,1540,1470,1490,841798
20200721,1540,1570,1500,1540,253430
20200720,1570,1585,1535,1540,448741
20200717,1605,1620,1510,1555,720482
20200716,1600,1675,1555,1555,1630819
20200715,1465,1650,1455,1600,2135268
20200714,1540,1550,1430,1455,1046346
20200713,1555,1615,1535,1540,337147
20200710,1580,1580,1515,1555,392715
20200709,1550,1580,1535,1580,632435
20200708,1585,1610,1560,1570,337272
20200707,1675,1675,1550,1585,896462
20200706,1675,1705,1630,1670,441135
20200703,1735,1770,1680,1700,373010
20200702,1770,1820,1715,1750,1351481
20200701,1750,1760,1645,1720,1718727
20200630,1655,1655,1540,1605,1038952
20200629,1595,1625,1550,1550,967172
20200626,1690,1700,1580,1600,905791
20200625,1705,1815,1670,1675,2101467
20200624,1850,1850,1670,1725,2072998
20200623,1965,1965,1840,1845,1502505
20200622,2000,2005,1945,1990,729604
20200619,1975,2065,1950,2000,1573695
20200618,1995,2025,1940,1995,910055
20200617,1870,2005,1800,1990,1942166
20200616,1830,1905,1785,1895,832944
20200615,1950,1955,1760,1815,1404026
20200612,1960,2020,1815,1925,2097194
20200611,2230,2450,1995,1995,7089013
20200610,2100,2105,2020,2055,1168154
20200609,2020,2080,2000,2050,979217
20200608,1985,2030,1965,2030,820320
20200605,2020,2035,1985,1985,523625
20200604,2045,2085,1990,2040,935587
20200603,2090,2090,1985,2040,1572337
20200602,1945,2100,1930,2090,3424230
20200601,1925,1975,1910,1935,893692
20200529,1925,1930,1870,1930,582086
20200528,1930,1930,1840,1925,745229
20200527,1960,1960,1800,1930,1218549
20200526,1950,1970,1870,1930,876857
20200525,1865,1955,1845,1930,1266056
20200522,1775,1835,1760,1825,767558
20200521,1830,1855,1750,1775,1184657
20200520,1855,1860,1800,1835,662139
20200519,1890,1915,1800,1855,863254
20200518,1900,2005,1880,1895,1164076
20200515,1905,1945,1835,1905,1916106
20200514,2015,2180,1700,1835,8445178
20200513,1890,1990,1830,1990,2589133
20200512,1780,2010,1740,1915,4264949
20200511,1790,1815,1700,1775,979818
20200508,1795,1835,1775,1780,1084748
20200507,1880,1895,1750,1845,1404914
20200506,1865,1890,1745,1840,2531990
20200504,1790,1795,1690,1790,849353
20200429,1910,1915,1720,1795,1389503
20200428,1910,1925,1860,1890,586965
20200427,1895,1980,1850,1905,1527261
20200424,1840,1915,1710,1830,1190234
20200423,2035,2235,1765,1840,4014874
