,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,95600,97300,94500,94500,1202292
20200730,96500,100200,93000,95600,4147178
20200729,101500,102000,96700,97400,2700475
20200728,103800,103800,100800,101800,1049861
20200727,102200,102400,101000,101000,910196
20200724,101700,105100,101600,102300,1160598
20200723,102400,103700,102000,103000,909594
20200722,102900,104100,101000,103200,1185121
20200721,105200,105800,102700,102900,1379983
20200720,109000,109000,104500,104600,1537647
20200717,103300,106800,101900,106500,1734749
20200716,103000,105000,101500,102300,1291541
20200715,107100,107100,103100,103700,1655560
20200714,106800,108600,106100,106300,1474769
20200713,107200,107300,105200,106600,1126560
20200710,108000,108400,104500,106400,1860765
20200709,107200,110300,106400,106800,2762415
20200708,106700,106900,103800,105100,1879858
20200707,105800,109300,105600,105700,6548392
20200706,108100,109000,107100,107500,993220
20200703,110500,110500,106000,108000,1699623
20200702,106200,110600,105700,109500,2037769
20200701,108900,109600,104500,104900,1797849
20200630,111900,112400,106600,108400,2476356
20200629,114300,115700,111000,111100,2004472
20200626,115900,116000,111800,113700,1720628
20200625,111700,115200,111000,114700,2104287
20200624,115800,116600,112400,112900,2500883
20200623,115000,119300,112700,113700,7681188
20200622,107100,113700,106200,112100,4635621
20200619,106100,107000,103200,106400,1875265
20200618,106900,107600,105100,105400,1497169
20200617,109100,110500,103800,106600,3641966
20200616,103800,110300,102800,109000,5021847
20200615,107800,108700,97100,99200,4684652
20200612,100300,109000,100300,107100,4982975
20200611,112700,113700,103800,105000,10252971
20200610,99800,102900,99100,101500,4804036
20200609,98500,98900,96400,98800,2442400
20200608,96300,100300,96000,97500,5167962
20200605,94500,96200,93700,95200,2698771
20200604,92700,95700,91500,95000,3737080
20200603,94900,97200,90500,92300,4712567
20200602,94700,95100,92100,92300,2329782
20200601,90000,98900,88800,94100,10975942
20200529,87000,90800,86500,90800,3414773
20200528,87700,88100,84900,86400,2718658
20200527,88000,89100,87100,87400,8578612
20200526,91400,92200,90200,91500,1569504
20200525,91500,91500,89800,91100,1139881
20200522,92100,92500,90500,90800,1264082
20200521,91600,92700,90300,92000,1577816
20200520,91700,92800,91200,91500,1632556
20200519,91000,92400,88100,91000,3754983
20200518,99200,100300,89600,90900,6345733
20200515,95900,97300,93800,95300,3444041
20200514,92200,94300,90800,94300,2849248
20200513,89200,93000,89100,92800,3131334
20200512,89500,93100,89100,89800,4198167
20200511,89400,90700,87900,88800,3320932
20200508,85800,88300,85500,88000,3331555
20200507,85200,86400,84700,84800,1305136
20200506,83600,86100,82300,85700,1852970
20200504,83400,85300,82700,82800,1576968
20200429,84900,85600,83500,84600,1774190
20200428,86400,87100,84300,84700,2149261
20200427,87500,88400,86000,86400,2977812
20200424,83500,87500,83300,85000,5782724
20200423,85400,86200,83600,84000,2713995
20200422,80500,85700,80500,84400,6968982
20200421,80000,82800,78600,81100,4058507
20200420,80600,83500,79600,80100,2230186
20200417,82300,82300,79100,80600,2819625
20200416,80400,82200,79800,81500,2025760
20200414,83000,83300,80100,81100,2381230
20200413,80000,85600,79500,81500,8325412
20200410,81900,82400,76800,79700,4166036
20200409,81400,84200,80200,80600,4534609
20200408,82600,82900,79600,80100,3234842
20200407,82100,84400,79800,82400,10605750
20200406,84000,86400,83000,84400,5558518
20200403,79600,89800,78600,81900,12120076
20200402,74000,82300,71400,80600,17149114
20200401,98000,99400,79000,79000,18598315
20200331,70300,89700,69800,89700,20612853
20200330,66900,69200,66500,69000,1920096
20200327,68300,69600,65600,67900,3235739
20200326,67200,71100,65000,66000,5338765
20200325,70100,70100,65200,67100,3909668
20200324,66800,70300,66500,68100,5509532
20200323,60700,71800,60000,66500,11859616
20200320,59700,62400,57200,62400,2897291
20200319,65100,65200,55800,57200,4260356
20200318,66400,67300,62000,62000,2584874
20200317,61500,66800,61200,65900,3440509
20200316,67000,67200,63100,63100,2145106
20200313,63000,66700,61300,64500,3694337
20200312,65100,66700,64300,65800,2758535
20200311,68600,68700,65600,66000,2010918
20200310,66600,68600,64600,68100,3118140
20200309,67600,70900,66800,66800,4121922
20200306,67200,68400,66300,67600,1697037
20200305,66300,68300,65600,67800,1923961
20200304,63100,65100,63000,65000,968222
20200303,67200,67500,63500,63600,1921416
20200302,65400,65800,62900,65600,1750648
20200228,62900,66500,62600,64800,2530426
20200227,68800,68900,64100,64200,2276606
20200226,64900,68400,64300,68400,2369990
20200225,63700,65900,63300,65900,1855503
20200224,62300,64500,61900,62700,1904157
20200221,65300,67000,64200,64300,1195354
20200220,66400,67300,64800,66800,1707304
20200219,70000,70400,66100,66800,2181489
20200218,67900,70200,67000,69000,2124962
20200217,65800,69100,65800,68500,2313405
20200214,64100,65200,63400,65200,1237009
20200213,62900,64900,62600,63700,2685649
20200212,61400,62100,60200,61600,996742
20200211,61900,62800,60400,60900,1874818
20200210,58900,62000,58100,61000,2086302
20200207,59200,59300,58000,58700,1269978
20200206,56700,59500,56400,58900,2823720
20200205,55800,56200,54400,55900,1360800
20200204,56800,58000,54300,55300,2794058
20200203,56800,57700,55400,56000,1757975
20200131,56800,59300,56300,57200,2676191
20200130,56300,57700,55300,56000,1709479
20200129,53700,56700,53200,56100,1823098
20200128,53500,54600,52800,53000,1107240
20200123,55300,56000,54200,55200,874564
20200122,52600,55200,52200,55200,1033031
20200121,53300,54100,52100,52600,1003825
20200120,55100,56200,52600,53300,1554103
20200117,56200,56700,54200,54900,1948193
20200116,52100,60700,51400,55100,7817807
20200115,52400,52400,51600,52000,418643
20200114,53100,53400,51700,52400,701466
20200113,52200,52600,51600,52400,688789
20200110,51400,52000,50300,51600,673439
20200109,51000,51400,50100,50800,782797
20200108,50600,50800,49300,49500,1097478
20200107,50400,51900,50300,51500,692795
20200106,50300,51000,49800,49950,853959
20200103,53200,53600,51400,51400,809860
20200102,53200,53600,51300,52600,853788
20191230,54000,54200,52800,53000,643498
20191227,55300,55500,53400,54100,1563989
20191226,53172,54601,52981,54601,2222600
20191224,53077,53172,51838,52600,1017411
20191223,51647,52981,51457,52695,1135707
20191220,50313,51457,50218,51171,991012
20191219,48979,50790,48598,50027,1088521
20191218,49837,49837,48407,48693,773634
20191217,45834,48503,45644,48503,866314
20191216,46406,46740,45644,45739,376286
20191213,47073,47502,45977,46406,849420
20191212,44119,46549,43929,46120,1409474
20191211,43548,43976,43214,43595,406824
20191210,44119,44405,43452,43738,531020
20191209,44786,44929,44119,44167,475201
20191206,44262,44882,44167,44834,483770
20191205,45453,45692,43881,43976,819641
20191204,45739,45977,44453,44929,711473
20191203,46263,46549,45977,46073,445159
20191202,46978,48026,46692,46835,461336
20191129,48312,48407,46883,46930,605755
20191128,49837,50313,48121,48217,648962
20191127,48598,50694,48026,49932,1004026
20191126,49360,49360,47740,47740,722689
20191125,46597,48121,46502,48026,632365
20191122,46359,47073,45692,45930,738701
20191121,49456,49456,46168,46359,1262659
20191120,48884,49646,48503,49074,489954
20191119,49265,49646,48503,48788,546626
20191118,50885,50885,49551,49741,359074
20191115,50313,50790,49074,50218,555729
20191114,48788,50694,48788,50027,782213
20191113,49170,49551,48217,48407,549205
20191112,49360,50027,49170,49551,456901
20191111,49646,49932,48217,49170,724252
20191108,51075,51075,49074,49360,880102
20191107,52410,52600,49741,50218,994301
20191106,52505,52600,51457,51647,565443
20191105,51647,52219,51266,52219,588866
20191104,52219,52219,51457,51552,569199
20191101,52505,52600,50790,51457,888704
20191031,53744,53839,52410,52505,1126640
20191030,54506,54506,52886,53172,861318
20191029,54601,55459,54029,54125,911826
20191028,52981,53934,52695,53648,1020043
20191025,53267,53648,51838,52505,1372358
20191024,52505,53839,51552,52791,10623931
20191023,54601,56983,54506,56412,2098807
20191022,50599,54220,50218,53839,1608089
20191021,50599,51552,49837,50504,461602
20191018,52505,52791,50694,50885,481017
