,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,121000,128900,118800,123600,1339233
20200730,128000,129400,120500,121500,1267594
20200729,131100,134700,121900,128000,2120902
20200728,115400,144500,112500,127600,8173869
20200727,109500,119400,106400,115700,4046470
20200724,108200,110900,103100,105700,2067314
20200723,104100,107800,100000,107000,2136220
20200722,97500,108900,96100,102000,2277888
20200721,96400,100200,96000,97100,744736
20200720,96000,97500,94300,95500,423730
20200717,96800,96900,95400,95900,265690
20200716,97100,97500,93800,97200,497094
20200715,99700,99800,95000,96700,716980
20200714,103000,105500,98400,98900,1099946
20200713,100000,105700,98700,103100,1560011
20200710,97600,99700,95500,99300,858618
20200709,98500,98600,96100,96900,410523
20200708,95200,99700,94700,96600,855031
20200707,95400,96100,93800,94300,355695
20200706,95600,97000,94100,95000,346669
20200703,93800,95900,91800,95300,479095
20200702,91500,93300,90700,92700,409339
20200701,93200,100500,90700,91000,1376652
20200630,97000,97500,90600,93900,706389
20200629,96200,98900,94600,95500,656192
20200626,99500,100400,95200,95700,666979
20200625,97000,101000,97000,98600,790498
20200624,101800,105700,98300,98700,1671120
20200623,99400,103700,95400,100500,2103585
20200622,103200,109600,99000,100700,3318908
20200619,88200,111000,84600,100000,7931898
20200618,89700,92000,86600,87500,1359114
20200617,86900,88600,82500,85500,791980
20200616,85100,89300,84100,87600,1198509
20200615,93000,94600,81600,81900,1824243
20200612,95000,97200,89100,91400,4367270
20200611,80900,98500,80000,93400,7573060
20200610,79100,80700,78000,79200,480288
20200609,76200,79000,75100,78900,642132
20200608,75400,76400,74500,75900,357767
20200605,75000,75700,73500,75300,362932
20200604,76100,76900,72600,75000,616605
20200603,79300,80700,73700,74600,1013111
20200602,76500,81800,75600,77900,1774950
20200601,77500,77500,73900,76000,926747
20200529,75200,76500,74100,75100,414765
20200528,75500,77300,71300,75000,622776
20200527,74200,76600,73400,75700,552811
20200526,72900,74500,71500,74300,400147
20200525,73100,73600,71700,73100,257895
20200522,73600,74400,71100,73000,487771
20200521,73300,73300,71200,71800,288495
20200520,70000,73000,69400,72200,602446
20200519,70900,70900,67700,69400,372906
20200518,68000,70400,67200,69500,458062
20200515,69100,69200,65000,66700,550025
20200514,66800,71200,66700,68600,1453039
20200513,73500,74500,72400,74200,418357
20200512,72800,75000,72200,73200,793409
20200511,71100,72300,69600,71500,501978
20200508,69200,70700,68100,70000,416841
20200507,70300,71000,67700,68500,526199
20200506,70200,71800,67500,68900,954396
20200504,63500,67400,63400,64700,486358
20200429,68100,68800,65400,65500,605531
