,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,40800,43500,40800,42400,314584
20200730,42000,42000,40900,40900,112172
20200729,41900,42300,41500,41550,119379
20200728,42300,42750,41750,42300,124494
20200727,42800,43350,42150,42250,165348
20200724,41750,43200,41450,42300,232240
20200723,42550,42550,41500,42000,153018
20200722,41900,42500,41450,42450,150365
20200721,42000,42900,41300,41700,227673
20200720,40800,42450,40700,41400,227505
20200717,40550,41150,40500,40700,66263
20200716,41100,41100,40500,40550,62604
20200715,41150,41400,40650,40750,93978
20200714,41500,41900,40800,40950,117161
20200713,42600,43900,41400,41500,378359
20200710,40450,41700,40400,40850,132879
20200709,41050,41350,40550,40700,118392
20200708,41600,41650,41050,41100,88956
20200707,43000,43100,41350,41450,205333
20200706,41700,46850,40800,42750,1196602
20200703,40400,41850,40100,41700,151465
20200702,39700,40650,39650,40050,103223
20200701,40750,41100,39850,39850,124504
20200630,41200,41450,40250,40500,117690
20200629,41950,42300,40450,40700,219943
20200626,43150,43450,42350,42450,122328
20200625,43000,43750,42750,42850,123072
20200624,43850,44300,43150,43450,171158
20200623,44700,45300,43100,44000,236136
20200622,43850,45700,43150,43800,365926
20200619,46050,46600,43000,43000,463683
20200618,46150,46700,45350,45900,323416
20200617,46600,47450,44200,45850,386537
20200616,43800,46650,43550,46550,526746
20200615,45400,47250,42100,42500,604752
20200612,43300,45450,43250,45000,273172
20200611,45600,48300,45050,45600,887871
20200610,45200,47000,44800,45350,551985
20200609,44450,45500,43300,45200,335040
20200608,44300,45200,44050,44400,221018
20200605,43750,44100,42700,43900,179353
20200604,45150,45250,43500,43750,242311
20200603,45400,46600,43650,44200,696839
20200602,43500,45450,42950,45000,700957
20200601,41800,43300,41550,43050,279200
20200529,41600,42450,41450,41850,201201
20200528,42100,42800,40550,41600,243235
20200527,41450,41750,41100,41700,104732
20200526,41250,41650,41000,41400,100008
20200525,41600,41600,41100,41250,93985
20200522,42800,42850,41100,41200,278353
20200521,41700,44550,41400,43050,1183046
20200520,40500,41350,40350,41300,128587
20200519,41400,41450,40000,40200,143954
20200518,41350,41950,40650,40800,125956
20200515,41300,42050,41200,41300,188283
20200514,41400,41750,40700,41100,170269
20200513,41300,43800,40850,41800,780714
20200512,40800,42800,40500,41700,400296
20200511,41600,41600,40400,40750,115398
20200508,40400,41500,40300,41050,179290
20200507,40200,40650,39850,40300,114266
20200506,38800,40200,38800,40100,104071
20200504,38750,39100,38500,38650,90740
20200429,39900,39900,39100,39150,67375
20200428,40300,40300,39300,39600,149160
20200427,40200,40500,40000,40300,113440
20200424,40650,41750,39900,40100,280402
20200423,40500,41150,40000,40650,165365
20200422,38900,40800,38900,40300,131751
20200421,40750,41500,38300,39800,314284
20200420,41300,41400,40500,40750,185154
20200417,41600,42450,41100,41300,197547
20200416,40250,41550,40200,41100,175471
20200414,41450,42350,39850,41000,342335
20200413,42650,43950,41300,41500,579664
20200410,43200,46950,41100,42200,1623150
20200409,43450,44300,41850,42200,451082
20200408,46800,47700,42550,42900,2364971
20200407,39900,49700,38050,45900,4761790
20200406,38450,39950,38350,39050,523253
20200403,38400,39100,37450,37800,329037
20200402,37200,38100,36300,37850,275107
20200401,39200,39600,37000,37200,465259
20200331,38650,40700,36700,38500,884131
20200330,35850,39400,35050,38050,1278923
20200327,36800,38300,33850,35350,919709
20200326,36000,37450,34350,35250,881789
20200325,34300,35350,33100,34800,723471
20200324,31000,35850,30750,32900,814055
20200323,29500,31400,29300,30100,471136
20200320,31050,32300,30500,32000,418549
20200319,35250,36400,29850,30050,630162
20200318,37900,41250,34000,34000,1468329
20200317,36500,39150,35500,37000,1100489
20200316,43900,45650,38550,38750,3570380
20200313,30000,41600,28500,41600,2330121
20200312,33900,34600,31300,32000,182812
20200311,36400,36550,34400,34500,97016
20200310,35300,36600,35000,36350,88049
20200309,36700,37650,35600,35600,115225
20200306,37750,38150,36700,37100,88566
20200305,37000,38200,36600,38100,115182
20200304,35550,36850,35550,36800,48519
20200303,36600,37050,35750,35900,60604
20200302,34450,35950,34200,35950,82692
20200228,35250,36150,34300,34300,121576
20200227,36850,38350,35800,36000,101653
20200226,35950,37100,35700,37100,71268
20200225,34950,36800,34950,36650,85503
20200224,36100,36450,35100,35100,126218
20200221,38300,38650,37200,37250,90296
20200220,38850,39150,38200,38350,69845
20200219,38600,39250,38350,38950,57166
20200218,38550,39150,38500,38600,53784
20200217,39300,39500,38650,38900,91250
20200214,39650,40250,39200,39500,60455
20200213,40300,40400,39600,39700,81119
20200212,40550,40550,39900,40200,63718
20200211,41050,41050,40100,40650,67807
20200210,40100,40950,39650,40650,51413
20200207,40300,40550,39750,40500,48427
20200206,39800,40650,39800,40300,53522
20200205,39850,39850,38950,39600,65121
20200204,38200,39350,38050,39200,65303
20200203,36300,37950,36250,37800,99915
20200131,39000,39750,37600,37600,97748
20200130,40400,41150,38750,39000,137871
20200129,40500,41000,40200,40750,48931
20200128,40700,41300,40450,40450,130502
20200123,42200,42300,41200,41650,71447
20200122,41800,42700,41750,42200,48992
20200121,42950,43050,41350,41750,84268
20200120,42150,44500,42000,42850,110482
20200117,43250,43300,42150,42150,62207
20200116,42400,43150,42300,42800,48059
20200115,42550,42900,42200,42400,53730
20200114,43350,43750,42600,42650,98358
20200113,43350,43600,42750,43350,79102
20200110,43000,43850,42700,43500,75085
20200109,42450,42800,42200,42700,69787
20200108,42900,42950,40800,41200,220508
20200107,42900,43650,42900,43150,81776
20200106,44000,44400,42800,42800,201069
20200103,46900,46900,44800,44900,226206
20200102,47050,47150,46150,46950,132485
20191230,46150,47000,45850,46950,209549
20191227,44900,46100,44900,46050,161912
20191226,44350,45300,44100,44900,138096
20191224,44600,44750,43800,44350,141952
20191223,43150,44450,43000,44450,221611
20191220,43350,43500,42900,42950,59774
20191219,43150,43500,42800,43300,57803
20191218,43900,44050,43000,43100,85326
20191217,43550,44150,43250,43850,96584
20191216,44000,44300,43350,43550,63228
20191213,43800,44250,43500,43750,106867
20191212,43850,43850,43000,43400,143381
20191211,43500,44300,43300,43300,95600
20191210,43700,43800,43000,43500,74323
20191209,43100,44400,42900,43500,145150
20191206,42450,42950,42200,42950,63054
20191205,43000,43450,41850,42100,83039
20191204,42900,43950,42650,42950,104470
