,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,153200,158000,151000,153100,184831
20200730,160100,164100,158400,158500,49020
20200729,157000,164100,156900,160000,49377
20200728,164600,165900,161100,161400,45750
20200727,164200,167700,164000,165000,20978
20200724,166000,167500,164700,165200,28958
20200723,164600,168200,162100,166800,46455
20200722,175000,175000,165800,166700,57252
20200721,166500,174800,164400,171700,71662
20200720,167000,168300,163400,164400,36023
20200717,168900,171200,167400,168300,24404
20200716,170800,174500,168700,169300,45965
20200715,175800,178100,171200,173300,47800
20200714,180000,180000,176000,176000,47733
20200713,179000,183500,174000,180900,69467
20200710,189600,208500,177900,181300,319276
20200709,175100,176000,168700,173100,102432
20200708,187700,196900,171200,176700,178766
20200707,169136,178548,163714,177593,321323
20200706,166238,169272,164157,168795,168677
20200703,163510,166749,159929,165726,137457
20200702,159349,166238,158224,163032,238716
20200701,163544,163544,156519,157644,235991
20200630,173842,174251,159997,161123,1097868
20200629,168795,184038,166510,176706,173164
20200626,182947,184106,171694,171762,161126
20200625,190108,191949,180560,180730,166053
20200624,216535,218922,182947,190108,855950
20200623,170500,176877,167090,172273,102727
20200622,156860,179707,153280,170295,237830
20200619,153075,156860,150040,156178,155848
20200618,156860,160270,143561,147994,309405
20200617,136741,142027,136741,139333,39595
20200616,133467,141106,133331,139571,56871
20200615,139912,142333,130603,130603,67167
20200612,138446,143220,133502,142368,46592
20200611,142674,146971,140833,143220,84789
20200610,144925,146255,142231,142674,43012
20200609,144857,144925,141004,144925,42111
20200608,142436,143766,138071,143186,78974
20200605,133672,141651,133467,138276,99578
20200604,132649,133808,131762,133672,46604
20200603,137082,137082,130944,135070,42299
20200602,130092,135548,129955,134763,47273
20200601,126545,136400,126545,131865,44589
20200529,129887,131285,125931,125931,85062
20200528,136741,136741,129239,129887,56226
20200527,136298,137355,135207,136400,30630
20200526,134831,137287,134354,136298,31912
20200525,136366,136980,131967,136298,30856
20200522,135718,139776,131012,135377,99818
20200521,136741,139333,135411,135582,29639
20200520,137253,140049,135207,136434,50141
20200519,137423,139196,132990,138207,57622
20200518,139401,139401,135036,136400,41047
20200515,134047,139776,133706,139333,134921
20200514,127364,134525,126852,132138,194182
