,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,31100,31550,30800,31400,45549
20200730,30700,31050,30600,30800,34909
20200729,31200,31300,30350,30500,54261
20200728,30950,31300,30800,30950,35039
20200727,31350,31500,30850,30950,55104
20200724,31250,31600,31000,31350,41693
20200723,31450,31600,30700,31400,70439
20200722,31900,32000,31400,31450,84608
20200721,32100,32550,31900,32000,52482
20200720,32500,32500,31650,32100,48663
20200717,32100,32650,31950,32400,39480
20200716,32900,33300,31800,32000,112665
20200715,33300,33500,32800,32900,41631
20200714,33300,33900,32500,32950,58551
20200713,33500,34350,33200,33350,51218
20200710,35000,35000,33200,33350,71134
20200709,34250,34850,34050,34700,81664
20200708,34000,35450,34000,34250,119662
20200707,34400,34600,33800,34000,86175
20200706,35050,35350,34000,34350,89840
20200703,32900,35400,32800,34700,182306
20200702,31950,33100,31950,32800,62517
20200701,33050,33050,31600,31900,89403
20200630,32200,35750,31850,32900,383077
20200629,32500,32600,31150,32050,98992
20200626,33300,33500,32300,33150,65992
20200625,33500,33500,32550,33200,85129
20200624,33300,33900,33000,33600,71729
20200623,33600,34500,32650,33300,80775
20200622,34700,34700,33600,33700,94634
20200619,34900,35400,34300,34700,76256
20200618,34600,35200,34100,34300,73645
20200617,34300,35250,33900,34450,130063
20200616,34200,35150,33700,34600,112101
20200615,36200,36300,33200,33200,167080
20200612,35500,37000,35300,36400,156894
20200611,38850,38950,38100,38100,105880
20200610,38900,39400,38850,39100,77589
20200609,38100,39300,37700,38800,150012
20200608,38850,38850,37300,37550,103989
20200605,38550,38950,38000,38150,59510
20200604,38450,39150,37950,38550,55406
20200603,39900,39950,37800,38450,130913
20200602,38450,39900,38100,39500,192743
20200601,37550,38500,36850,38500,100655
20200529,37600,38300,35850,37200,108347
20200528,38400,38750,35550,37650,213887
20200527,38300,40100,37750,38600,187398
20200526,37050,39300,35700,38300,250872
20200525,35450,37650,35150,36950,205368
20200522,37750,37750,34900,35100,179453
20200521,34500,37600,34350,37300,257393
20200520,33750,34700,32850,34500,133319
20200519,32800,34600,32800,33500,167740
20200518,31100,32550,30750,32050,98374
20200515,31550,31700,30750,31100,52112
20200514,31000,32300,30750,31350,67041
20200513,31500,31700,31050,31450,41661
20200512,32700,32900,31650,31850,66669
20200511,33500,33600,32350,32750,109794
20200508,31950,32950,31450,32750,80391
20200507,31950,32300,31400,31750,59958
20200506,30200,32400,30050,31950,95833
20200504,30000,30450,29800,29850,55210
20200429,31050,31150,30650,30900,39824
20200428,31050,31600,30500,31050,67268
20200427,30250,31300,30100,30800,44720
20200424,30200,30750,29600,30350,46208
20200423,30250,30900,29800,30300,73178
20200422,29800,30100,29200,30100,59861
20200421,31000,31600,29350,30300,89967
20200420,30900,32000,30400,31350,72159
20200417,31000,31800,30600,31000,94829
20200416,30650,30800,29550,30700,69793
20200414,29200,31750,28900,30700,162819
20200413,29400,30200,28850,28850,104560
20200410,29350,29450,28000,29350,78419
20200409,29500,29800,28700,29200,81110
20200408,28450,29550,27900,29000,103617
20200407,29800,29800,27750,28350,112193
20200406,25900,28700,25650,28450,197010
20200403,25500,26300,24850,25350,74588
20200402,25300,26500,24600,25350,76779
20200401,25750,27150,25050,25050,103668
20200331,25200,26600,25200,26250,85415
20200330,24900,25550,24050,25050,64712
20200327,25900,26300,24900,25450,97338
20200326,25650,26100,24300,25200,91673
20200325,24700,25650,24000,25400,122441
20200324,21100,23100,20800,23100,93370
20200323,20850,21000,19400,20600,70729
20200320,20200,22450,20150,22250,83841
20200319,23750,25000,18400,20200,173397
20200318,27350,27350,23750,23750,83486
20200317,24000,26750,24000,26400,48140
20200316,26800,28200,25850,26400,91554
20200313,25350,27850,24850,27200,118130
20200312,29500,29800,27650,27800,86844
20200311,31400,31550,29900,29950,47161
20200310,31300,32650,30650,31350,71459
20200309,33200,33200,31350,31650,65983
20200306,34300,34500,33300,33550,36069
20200305,34550,35250,34050,34600,30628
