,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,2850,3020,2850,2995,1117125
20200730,2835,2985,2825,2850,709264
20200729,2835,2900,2820,2840,311297
20200728,2910,2930,2805,2820,520560
20200727,2870,2930,2835,2880,487320
20200724,2910,2940,2830,2900,676347
20200723,3075,3075,2890,2955,959921
20200722,3025,3120,2955,3090,767177
20200721,3150,3155,2980,3015,1131967
20200720,3275,3295,3065,3125,1445519
20200717,3285,3395,3200,3335,2880568
20200716,3030,3310,2880,3245,4887478
20200715,3035,3085,3000,3000,678753
20200714,3050,3050,2960,3005,543722
20200713,3015,3090,2970,3055,965934
20200710,2840,3180,2765,3055,5437257
20200709,2885,2915,2805,2840,791069
20200708,2810,3190,2805,2845,8225786
20200707,2730,2730,2630,2635,306987
20200706,2680,2720,2640,2670,324839
20200703,2550,2760,2550,2640,1019166
20200702,2505,2650,2490,2540,806329
20200701,2645,2670,2480,2485,1449526
20200630,2475,3050,2410,2710,8580583
20200629,2505,2505,2410,2415,176632
20200626,2525,2545,2500,2530,165785
20200625,2535,2575,2505,2520,266505
20200624,2620,2620,2570,2580,157904
20200623,2625,2645,2540,2580,184305
20200622,2650,2650,2600,2605,197526
20200619,2640,2660,2600,2635,268009
20200618,2665,2835,2600,2630,832211
20200617,2680,2695,2575,2645,612682
20200616,2825,2840,2640,2705,1423634
20200615,2680,3110,2575,2730,6267316
20200612,2580,2685,2550,2675,461544
20200611,2845,2850,2765,2775,457883
20200610,2930,2930,2830,2845,383691
20200609,3020,3025,2890,2925,623308
20200608,2870,3050,2825,3000,1721630
20200605,2870,2895,2785,2825,318288
20200604,2805,2905,2790,2850,509054
20200603,2755,2815,2745,2805,573208
20200602,2795,2820,2620,2750,881646
20200601,2795,2830,2765,2825,211904
20200529,2790,2835,2745,2765,285069
20200528,2885,2930,2745,2815,793389
20200527,2910,2910,2845,2885,483027
20200526,2920,2945,2895,2910,321915
20200525,2980,3000,2870,2900,820061
20200522,3120,3130,2980,2995,603139
20200521,3170,3230,3095,3130,692619
20200520,3130,3170,3045,3170,694326
20200519,3005,3125,2945,3125,915126
20200518,2910,2960,2860,2960,255508
20200515,2945,2950,2860,2890,244070
20200514,2975,2975,2900,2925,298355
20200513,2965,2965,2890,2905,287603
20200512,2990,3060,2930,2970,417282
20200511,3090,3095,2955,2980,383367
20200508,2950,3070,2945,3060,621234
20200507,2910,2950,2890,2940,251984
20200506,2925,2960,2880,2900,383213
20200504,2890,2950,2835,2910,276418
20200429,2935,2960,2900,2935,482342
20200428,2920,2990,2870,2935,456745
20200427,2880,2965,2880,2915,355078
20200424,3000,3000,2890,2905,299359
20200423,2965,3015,2960,3005,309608
20200422,2965,2985,2850,2950,402837
20200421,3150,3200,2835,2990,2122207
20200420,3245,3375,3170,3265,544033
20200417,3050,3285,3035,3220,1049672
20200416,3030,3035,2805,3035,330050
20200414,3075,3090,2990,3000,308240
20200413,3060,3280,2955,3015,898271
20200410,3155,3155,2940,3115,870247
20200409,3065,3250,3020,3155,1128444
20200408,2670,3050,2560,2950,2292495
20200407,2495,2590,2355,2590,689379
20200406,2305,2480,2285,2440,438304
20200403,2380,2500,2285,2320,265097
20200402,2205,2320,2110,2320,331933
20200401,2260,2375,2180,2230,518799
20200331,2165,2300,2160,2260,449030
20200330,2055,2145,1960,2130,372215
20200327,2300,2340,2055,2145,749257
20200326,1995,2350,1905,2165,1300811
20200325,1800,1960,1800,1925,684474
20200324,1670,1760,1650,1755,346203
20200323,1685,1745,1565,1640,298709
20200320,1615,1770,1600,1760,531236
20200319,1985,2030,1550,1615,871604
20200318,2165,2180,1985,1985,557729
20200317,2110,2290,2080,2100,717125
20200316,2570,2685,2280,2280,451845
20200313,2495,2660,2325,2565,752445
20200312,3110,3170,2800,2850,510974
20200311,3445,3445,3165,3205,169652
20200310,3315,3440,3305,3390,167845
20200309,3575,3575,3335,3420,211263
20200306,3465,3630,3405,3580,378618
20200305,3405,3530,3400,3505,296322
20200304,3230,3395,3230,3380,169297
20200303,3300,3420,3260,3280,269659
20200302,3125,3290,3125,3225,229876
20200228,3300,3380,3140,3190,504040
20200227,3590,3630,3410,3435,438329
20200226,3620,3650,3520,3595,250150
20200225,3540,3765,3540,3690,269425
20200224,3800,3835,3615,3615,375114
20200221,3910,4060,3820,3895,366233
20200220,4010,4090,3860,3895,330824
20200219,4070,4105,3980,4010,275488
20200218,4105,4115,4050,4070,212967
20200217,4090,4160,4040,4100,337551
20200214,4080,4140,4070,4075,226892
20200213,4165,4250,4120,4135,362622
20200212,4110,4160,4045,4155,228031
20200211,4015,4205,4015,4115,235307
20200210,4090,4090,3970,4050,313778
20200207,4150,4160,4070,4100,204132
20200206,4080,4165,4045,4160,336879
20200205,4095,4175,4055,4080,313434
20200204,4000,4190,3990,4110,276484
20200203,3800,4065,3760,4025,502042
20200131,4000,4140,3935,3955,306764
20200130,4155,4155,4000,4005,375166
20200129,4085,4280,3990,4160,573887
20200128,4070,4185,4045,4060,900411
20200123,4510,4535,4400,4505,487628
20200122,4700,4715,4540,4560,1173889
20200121,4785,4885,4720,4750,588105
20200120,5000,5050,4850,4875,658273
20200117,5200,5200,4900,4970,1021044
20200116,5230,5270,5030,5120,543402
20200115,5180,5180,4950,5100,685686
20200114,5190,5360,5010,5120,1537447
20200113,4800,5450,4760,5080,5689668
20200110,4670,4840,4635,4715,791247
20200109,4460,4675,4450,4620,1129571
20200108,4500,4530,4255,4345,1001841
20200107,4285,4575,4285,4555,1315846
20200106,4420,4440,4275,4295,388244
20200103,4545,4585,4405,4475,614859
20200102,4330,4545,4275,4485,922005
20191230,4290,4315,4240,4280,181884
20191227,4135,4230,4115,4215,236811
20191226,4210,4300,4115,4115,356773
20191224,4205,4260,4105,4120,223635
20191223,4370,4385,4200,4265,229621
20191220,4365,4370,4300,4340,264068
20191219,4275,4330,4225,4315,199065
20191218,4205,4355,4190,4275,262672
20191217,4305,4345,4195,4205,291721
20191216,4240,4395,4185,4305,409391
20191213,4165,4530,4150,4265,2875167
20191212,4015,4135,4005,4085,291967
20191211,4050,4135,3990,4025,248698
20191210,3925,4050,3925,4000,260851
20191209,3980,4005,3880,3940,246532
20191206,4015,4030,3900,3980,321943
20191205,4070,4140,3925,3955,436238
20191204,4130,4215,4050,4050,554651
20191203,4200,4230,4090,4155,471943
20191202,4265,4315,4110,4295,793700
20191129,4220,4770,4175,4275,5603603
20191128,4100,4125,4020,4025,381641
20191127,4175,4195,4070,4100,265588
20191126,4275,4335,4110,4110,681773
20191125,4145,4270,4145,4220,298680
20191122,4065,4175,4030,4140,295068
20191121,4200,4285,4075,4105,538012
20191120,4450,4525,4200,4210,576008
20191119,4845,4845,4415,4425,1214333
20191118,4785,4890,4670,4865,502473
20191115,4750,4765,4645,4700,344362
20191114,4710,4785,4600,4750,475124
20191113,4895,4900,4660,4710,734458
20191112,5050,5080,4875,4900,719260
20191111,5130,5330,4980,5050,1173758
20191108,5020,5820,5010,5220,11750288
20191107,4995,5000,4780,4870,992969
20191106,5160,5210,5020,5030,1412473
20191105,4940,5140,4845,5050,1839653
20191104,4860,5010,4770,5000,2147042
20191101,4900,4915,4700,4865,1785044
20191031,4380,5290,4365,4900,12059917
20191030,4175,4335,4150,4335,283287
20191029,4140,4250,4140,4210,131993
20191028,4075,4200,4065,4155,156354
20191025,4050,4100,4030,4065,83114
20191024,4040,4080,3985,4070,157323
20191023,4120,4180,4015,4040,148258
20191022,4130,4240,4115,4120,92366
20191021,4240,4285,4100,4140,170000
20191018,4340,4340,4240,4240,70527
20191017,4300,4350,4250,4280,101652
20191016,4335,4390,4300,4300,169788
20191015,4295,4410,4295,4320,139351
20191014,4245,4370,4235,4290,217983
20191011,4175,4340,4175,4205,219278
20191010,4200,4235,4155,4175,96743
20191008,3920,4350,3920,4235,579264
20191007,3950,4015,3945,3960,112537
20191004,4005,4050,3960,3980,186606
20191002,4100,4100,4010,4010,106672
20191001,4005,4130,3970,4130,151591
20190930,4165,4170,3970,3995,251508
20190927,4140,4280,4085,4165,217359
20190926,4220,4295,4080,4140,209736
20190925,4450,4460,4175,4200,377886
20190924,4405,4515,4355,4460,199451
20190923,4360,4415,4305,4400,114130
20190920,4445,4485,4385,4385,146543
20190919,4500,4530,4420,4450,165429
20190918,4505,4570,4395,4480,197997
20190917,4410,4595,4380,4500,303948
20190916,4310,4470,4295,4460,253505
20190911,4235,4325,4200,4310,193932
20190910,4165,4225,4125,4210,142215
20190909,4375,4560,4140,4160,638129
20190906,4380,4430,4320,4320,107336
20190905,4400,4465,4350,4350,187527
20190904,4430,4460,4335,4370,223486
20190903,4290,4530,4290,4450,387105
20190902,4245,4345,4205,4295,77720
20190830,4210,4395,4200,4245,171810
20190829,4200,4255,4100,4140,118038
20190828,4090,4170,4050,4150,99837
20190827,4155,4220,4065,4065,126833
20190826,4200,4245,4025,4055,206370
20190823,4350,4485,4315,4325,188902
20190822,4500,4545,4415,4415,141640
20190821,4335,4520,4335,4480,170294
20190820,4330,4440,4290,4380,151504
20190819,4165,4375,4165,4330,251763
20190816,4190,4255,4105,4160,236406
20190814,4480,4480,4255,4255,260020
20190813,4350,4520,4320,4350,369319
20190812,4320,4675,4310,4390,967491
20190809,4425,4510,4250,4270,509347
20190808,4050,4930,4045,4390,3981102
20190807,3765,4070,3765,3980,607812
20190806,3900,4140,3710,3850,644903
20190805,4870,4950,4120,4120,638569
20190802,4840,5070,4825,4945,161507
20190801,4950,5210,4880,4975,277724
20190731,4990,5080,4845,4960,359425
20190730,5140,5380,4985,4995,586500
20190729,5410,5630,5210,5210,405861
20190726,5130,5640,5100,5480,697574
20190725,5370,5480,4980,5130,492553
20190724,5550,5630,5370,5410,165233
20190723,5660,5730,5600,5610,92794
20190722,5670,5710,5620,5680,103265
20190719,5530,5720,5530,5660,137020
20190718,5440,5630,5420,5590,189614
20190717,5860,5870,5400,5480,456482
20190716,5840,5900,5730,5790,116261
20190715,5940,6040,5770,5790,120109
20190712,5890,6110,5890,6010,135810
20190711,5820,5950,5810,5890,119886
20190710,5690,5860,5690,5820,138134
20190709,6000,6090,5720,5760,297038
20190708,6320,6320,5960,6000,260983
20190705,6200,6400,6200,6370,165867
20190704,6460,6470,6160,6230,285560
20190703,6560,6680,6410,6490,164148
20190702,6610,6700,6550,6590,147038
20190701,6360,6650,6360,6650,287880
20190628,6480,6580,6190,6320,320904
20190627,6660,6720,6510,6540,168434
20190626,6800,6850,6620,6620,182106
20190625,6730,6890,6690,6820,246918
20190624,6790,6870,6750,6760,178848
20190621,6870,7220,6770,6910,518153
20190620,6760,6900,6700,6860,183161
20190619,6830,6870,6700,6780,194695
20190618,6570,6810,6560,6660,261729
20190617,6730,6790,6600,6610,175456
20190614,6770,7050,6690,6730,578196
20190613,6670,6780,6600,6760,300192
20190612,6480,7120,6470,6670,2245592
20190611,6400,6460,6340,6460,198581
20190610,6550,6550,6360,6430,251541
20190607,6380,6500,6370,6460,285052
20190605,6320,6470,6260,6320,243619
20190604,6280,6390,6210,6250,254775
20190603,6370,6400,6250,6310,202041
20190531,6270,6450,6270,6370,189292
20190530,6280,6380,6220,6270,163848
20190529,6520,6520,6310,6320,264226
20190528,6320,6550,6320,6540,418019
20190527,6370,6470,6310,6320,303690
20190524,6380,6520,6270,6370,334628
20190523,6740,6750,6370,6460,606736
20190522,6730,6820,6600,6720,405016
20190521,6670,6800,6610,6650,346174
20190520,6880,6980,6680,6680,298640
20190517,6950,7090,6820,6850,314253
20190516,6900,7060,6830,6860,537938
20190515,7120,7260,7070,7160,392258
20190514,6800,7150,6770,7030,550953
20190513,7260,7380,6890,6900,718845
20190510,7380,7520,7250,7300,631163
20190509,7720,7830,7370,7380,652245
20190508,7650,7960,7610,7680,757256
20190507,8000,8010,7680,7700,999647
20190503,8210,8330,8140,8170,922413
20190502,8290,8480,8120,8130,1584620
20190430,9980,9980,8300,8360,5595782
20190429,10200,10300,9960,10150,440328
20190426,10250,10450,10150,10200,275968
20190425,10350,10500,10250,10300,224255
20190424,10600,10700,10300,10350,301926
20190423,10600,10700,10400,10600,211775
20190422,10700,10800,10550,10600,238483
20190419,10500,10900,10500,10750,435982
20190418,10800,10850,10450,10500,389692
20190417,11000,11050,10750,10800,329409
