,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,79400,80000,75500,76000,73695
20200730,78300,80000,77000,79000,69594
20200729,77800,78600,74600,78100,76212
20200728,80200,81000,73400,77000,257036
20200727,72200,77500,72200,77400,102956
20200724,75000,75500,72100,73200,67254
20200723,70800,75900,70800,75200,121614
20200722,71000,71200,70000,70100,18101
20200721,70600,71600,69500,71100,30529
20200720,70000,70200,69100,70000,11557
20200717,69700,70300,69100,69900,14227
20200716,70500,70900,69100,69700,30406
20200715,71100,71600,70200,70900,16944
20200714,72500,73000,70200,70500,33646
20200713,72000,74700,71400,72500,51559
20200710,72100,72700,71000,71900,41736
20200709,70600,72000,70500,71900,94664
20200708,70000,70500,69500,70000,17118
20200707,70500,70500,69000,70000,35633
20200706,71000,72700,68800,70000,68498
20200703,70800,72000,70200,70900,22466
20200702,70700,71400,69000,70400,25230
20200701,70400,71500,70100,70600,21252
20200630,71400,71700,70100,70100,32591
20200629,70200,71500,69600,69900,36751
20200626,72000,72100,70100,70700,43300
20200625,71000,72300,70800,71700,31328
20200624,71200,73400,71100,72600,41577
20200623,71500,72700,70400,70800,38918
20200622,72500,72700,70900,71600,30773
20200619,72000,74300,70600,72300,32632
20200618,70900,71900,68700,71400,47887
20200617,71200,72100,69500,70800,40713
20200616,68100,71200,68100,71200,44104
20200615,69700,72800,67000,67000,87634
20200612,65200,69800,65200,69600,44712
20200611,71700,71800,70200,70200,65005
20200610,69200,71800,69000,70700,46556
20200609,69600,70100,68400,69200,34786
20200608,69500,71900,69000,69600,36050
20200605,69200,70500,68200,69700,45021
20200604,72100,73000,69900,70500,49372
20200603,72800,74900,72200,72900,37484
20200602,74100,75000,73200,73300,32508
20200601,73700,75800,73300,74500,43005
20200529,74300,76800,73800,74700,56746
20200528,76100,77900,73700,74900,85434
20200527,72000,77900,69900,75300,118782
20200526,72800,74900,69400,72400,120285
20200525,64400,71600,64400,71500,149399
20200522,63600,66700,62100,64400,114138
20200521,58000,66500,57600,63000,208116
20200520,56000,57700,55100,57300,39733
20200519,57500,57800,56000,56000,39783
20200518,53400,56100,53400,55900,63961
20200515,53600,54100,53000,53300,24531
20200514,53400,54000,52500,53300,23839
20200513,53000,54000,52300,53400,23104
20200512,54200,54500,52800,53300,36910
20200511,55200,55500,53600,54500,42675
20200508,53200,55900,53000,55100,65573
20200507,53000,53800,52500,53100,31133
20200506,53500,53700,52400,53300,46672
20200504,52100,54000,50800,52800,56274
20200429,53200,53600,52200,53500,79787
20200428,54300,54300,51600,52600,130768
20200427,47000,55900,46500,54900,626528
20200424,43850,44000,42900,43000,22586
20200423,44000,44350,43000,44000,16731
20200422,43000,44100,42100,43700,18487
20200421,44350,45000,42600,43650,39517
20200420,45800,45800,43900,44800,53705
20200417,44950,45850,44500,45750,46813
20200416,43700,44650,42500,43900,16396
20200414,44500,44750,42900,43800,21449
20200413,44000,44150,42800,42800,25672
20200410,43500,44450,42450,44450,47569
20200409,42000,43900,41700,43500,48367
20200408,41200,43050,40800,41350,33524
20200407,42800,42800,40700,41500,25955
20200406,39500,41000,39450,41000,20670
20200403,39400,40150,38200,39350,16078
20200402,36400,40000,36400,40000,22743
20200401,38200,40500,37200,37200,22823
20200331,38050,38950,38050,38950,22683
20200330,38500,38800,36750,38300,20106
20200327,39550,40900,38450,39150,25171
20200326,41300,41350,38900,39350,28600
20200325,39950,42200,39000,41000,33632
20200324,33750,39800,33750,39000,17484
20200323,33000,35950,31200,33400,27411
20200320,28850,36900,28850,34700,37446
20200319,36000,36200,29850,29850,37969
20200318,35800,37500,33000,33050,17402
20200317,35050,37900,35050,36300,14445
20200316,37350,38500,36050,37200,15968
20200313,36950,39250,34650,37700,63134
20200312,43850,44400,39600,40000,32776
20200311,43400,46750,43000,43450,18545
20200310,45050,46950,43600,46800,18095
20200309,44500,45550,43150,45050,16987
20200306,46000,46500,44950,45000,16459
20200305,47650,47650,46000,46650,12647
20200304,47800,49750,46050,46300,26398
20200303,47050,48450,47050,47850,9372
20200302,47600,48450,45100,47000,23187
20200228,50500,51400,45150,47400,42660
20200227,52200,52900,50500,50700,8190
20200226,52600,53600,51700,52900,10339
20200225,52200,54400,51400,54400,12026
20200224,52900,52900,51000,52200,15114
20200221,54000,54300,52400,52900,13548
20200220,56800,56800,54400,54400,6863
20200219,55700,55700,54100,55400,8863
20200218,54700,56000,54700,55300,8168
20200217,55600,56500,54900,55200,8121
20200214,56000,56900,55800,55900,5339
20200213,56300,57200,56000,56400,11307
20200212,56700,57600,56500,57100,6620
20200211,57100,58300,56400,57900,7895
20200210,56400,57700,56100,57400,4130
20200207,57700,59300,56700,57600,6320
20200206,59000,59000,57200,58700,5010
20200205,58300,58800,56900,58300,8161
20200204,57300,58600,56400,58200,9155
20200203,56500,60300,56300,58300,9912
20200131,57000,57800,56000,56500,13178
20200130,56800,57500,55900,56000,7863
20200129,58000,58700,57100,57300,5886
20200128,59200,60000,56100,58000,27994
20200123,60900,61800,60100,60500,9927
20200122,60900,61500,60300,61500,5303
20200121,62200,62600,60100,60300,15930
20200120,62500,63300,62200,62200,6173
20200117,63100,63800,63000,63000,5229
20200116,63100,63400,62400,63200,4488
20200115,63100,63700,62400,62500,16497
20200114,63300,64400,63000,63800,9657
20200113,64700,65600,63400,63500,18190
20200110,64100,64900,63400,64700,9058
20200109,65800,65800,63000,64700,15153
20200108,65100,65100,63200,63300,11221
20200107,64200,65800,64200,65100,8415
20200106,67500,67500,64000,64700,14359
20200103,67800,68000,66300,66500,12042
20200102,68100,68100,66200,67200,14596
20191230,68300,69100,67600,68900,10791
20191227,66800,69500,66800,68900,18666
20191226,68800,69600,68000,69500,23853
20191224,68100,69100,68100,69000,5607
20191223,67400,68700,67400,68700,9550
20191220,66900,67800,66400,67800,8863
20191219,66800,67300,66000,67200,10964
20191218,65900,66900,65400,66600,8630
20191217,65600,66200,65000,66000,14722
20191216,67700,67800,65000,65100,34265
20191213,70000,70900,66700,67300,44978
20191212,72700,72900,69700,69700,163507
20191211,72900,74000,71000,73600,40994
20191210,72300,73100,70700,72500,13473
20191209,73000,73500,71100,72200,16909
20191206,70100,72400,69500,72200,8156
20191205,70600,71500,69800,70100,5446
20191204,72000,72000,70200,70300,7414
20191203,71500,72900,70300,71900,9146
20191202,74900,74900,72800,72800,41623
20191129,74800,74900,73400,74400,22384
20191128,72500,74900,72000,74500,41089
20191127,72400,72400,70900,71600,2085
20191126,72100,72500,69800,71700,4659
20191125,70200,72100,70200,72100,5448
20191122,71800,72000,70400,71600,7912
20191121,72600,72600,70900,71100,7169
20191120,73800,74000,71800,72600,9944
20191119,74100,74100,73300,73900,4426
20191118,73500,74100,72500,74100,19900
20191115,72500,73300,71500,72900,14498
20191114,71000,71900,70000,71900,7372
20191113,69600,70800,69000,70800,7098
20191112,69900,70100,67200,69800,9485
20191111,68000,69900,68000,69100,6284
20191108,71100,71100,68000,69800,14590
20191107,71000,71400,69300,71200,7236
20191106,70400,71600,68800,70300,13736
20191105,69900,69900,67800,69700,4624
20191104,68300,69900,68200,69100,5410
20191101,68200,69500,67500,69100,6994
20191031,69000,69900,67100,68300,10049
20191030,68000,71800,67200,70000,21892
20191029,64500,67900,64000,67900,17979
20191028,62900,64900,62700,64400,5748
20191025,64000,64100,62500,63200,3438
20191024,62900,63900,62100,63400,3727
20191023,63200,64900,62900,62900,4068
20191022,63500,64300,62600,64200,4674
20191021,64200,64500,62600,62600,2458
20191018,64400,64400,63000,63100,3819
20191017,63600,64800,62900,63600,6480
20191016,63000,63400,62700,62800,4853
20191015,63300,63800,62500,62600,8526
20191014,64400,64400,63200,63300,8546
20191011,64100,65400,63100,64300,6161
20191010,64600,65400,63100,64500,5886
20191008,65000,65000,62000,64900,21848
20191007,63700,65500,63700,64600,3885
20191004,64500,65100,64000,64000,5775
20191002,65800,66700,64800,64800,10786
20191001,65600,67900,65500,66800,6155
20190930,67500,67500,65500,66700,3619
20190927,67100,67300,65500,67100,5281
20190926,68500,68800,67100,67100,5210
20190925,68700,69300,67200,68500,2770
20190924,67000,69300,66500,68600,6938
20190923,68500,69300,67900,67900,3450
20190920,67100,69900,66000,69900,6977
20190919,66800,67500,65200,67100,3172
20190918,65800,67800,65800,66900,7793
20190917,65000,66000,64500,65800,7413
20190916,64300,65400,63400,64600,11583
20190911,67600,67600,63700,64500,35319
20190910,68300,68300,65600,67500,41651
20190909,69000,69000,66300,67300,8694
20190906,69400,70000,68000,69200,7975
20190905,69400,71000,68100,69900,7095
20190904,68900,70500,68000,69900,8579
20190903,66900,69300,65800,69000,11483
20190902,66200,67400,65000,66900,8959
20190830,63500,67400,63400,66600,13607
20190829,64200,64300,62500,63000,5201
20190828,65100,65600,61600,63900,18222
20190827,65500,66700,64000,64100,9473
20190826,66000,66800,64800,64800,7567
20190823,67200,68000,66000,66900,8737
20190822,70200,70200,66700,67400,13498
20190821,68400,69600,67400,68200,5589
20190820,69200,71200,68100,68400,6873
20190819,70800,71200,69400,69700,8005
20190816,68700,71700,67000,71200,8992
20190814,68900,69800,68100,68900,8241
20190813,69900,69900,68200,68500,9641
20190812,72200,72200,69500,69900,7831
20190809,71600,72000,69000,71700,14265
20190808,68500,71200,67300,71000,16301
20190807,67000,68200,65900,67600,9822
20190806,67800,68900,63000,65200,16561
20190805,71200,71800,66500,67500,25654
20190802,67200,72800,67200,70500,18910
20190801,71500,71700,67300,68900,18804
20190731,72300,72300,70000,71100,19872
20190730,72300,73200,69700,72300,6839
20190729,71200,72400,66000,72200,20363
20190726,73400,73400,70300,71200,9245
20190725,74000,75700,72100,73500,15371
20190724,76300,77300,74100,74100,9638
20190723,78200,78200,74400,76700,23730
20190722,77800,78500,76400,78300,6680
20190719,77200,78300,76400,77700,7933
20190718,79000,79300,76500,77800,17969
20190717,78700,80600,77200,79000,20208
20190716,79300,80000,77600,79800,21733
20190715,77600,79800,76400,79500,29322
20190712,71000,78000,69900,77600,52293
20190711,72800,72800,69600,71000,12505
20190710,71000,73300,70500,72500,18071
20190709,68500,72100,68500,71400,17847
20190708,70400,70400,68300,68500,16873
20190705,70600,71400,69800,70000,11726
20190704,70800,71300,70500,71100,4287
20190703,71000,71400,69600,71100,11437
20190702,69900,71300,69000,71000,16941
20190701,73900,73900,69300,70700,21113
20190628,72900,73500,72100,72900,6910
20190627,72300,74600,72300,72900,16741
20190626,73000,73300,71600,72300,9394
20190625,72300,74400,71700,72900,17972
20190624,71500,75000,71500,72800,25659
20190621,75900,76600,72200,72200,30394
20190620,73300,78100,73300,75900,24955
20190619,76400,76500,72800,74000,25030
20190618,76600,77400,74700,76500,24500
20190617,75000,81900,73700,76700,64793
20190614,72000,74800,70800,74500,24582
20190613,71900,71900,70800,71800,11844
20190612,69000,71500,69000,71400,11556
20190611,71800,71800,69000,70200,15859
20190610,70700,72100,69200,71400,20682
20190607,69400,71900,68900,70500,40013
20190605,66100,69900,65000,69600,56095
20190604,65300,68600,64900,66000,45606
20190603,59500,66000,59500,66000,69871
20190531,56700,59300,56700,59100,10642
20190530,58100,58100,56100,57200,15309
20190529,58200,59300,57000,58200,13153
20190528,60300,61200,58400,58400,12989
20190527,59300,63200,59000,60200,47121
20190524,56300,60300,55500,59700,47031
20190523,57000,58200,56100,56100,14902
20190522,57100,57600,57000,57600,9313
20190521,57800,57800,55600,57100,6207
20190520,57700,58500,55400,57000,18319
20190517,56900,58000,55600,57300,22598
20190516,55500,57500,54500,56800,21107
20190515,56600,56600,53700,54700,21271
20190514,56500,56600,53900,54600,22824
20190513,55900,58000,55100,56500,37799
20190510,55400,57700,53700,55900,29433
20190509,56300,56300,52200,55300,73469
20190508,54900,58200,52600,56300,96031
20190507,49950,54900,49850,54900,98970
20190503,47100,51400,47100,50600,162705
20190502,42900,43850,42900,43700,4024
20190430,42950,43800,42200,43650,2990
20190429,43500,43700,42800,42950,1489
20190426,43750,43900,41350,43500,9567
20190425,44050,44050,43000,43800,4704
20190424,42950,43950,42200,43850,12560
20190423,41800,42950,41800,42650,11905
20190422,40850,42250,40700,41850,7082
20190419,40900,41000,40850,40850,1510
20190418,40800,41250,40500,40850,4191
20190417,40800,41000,40450,40800,2479
20190416,41000,41100,40650,41000,1724
20190415,41150,41350,40850,41000,2067
20190412,40950,41300,40550,41100,6474
20190411,41100,41200,40850,41100,1607
20190410,40800,41100,40550,41100,2628
20190409,41100,41150,40550,41000,1348
20190408,41000,41150,40750,41100,1788
20190405,41200,41200,40750,41000,1317
20190404,41150,41200,40300,41150,5023
20190403,40700,40950,40050,40950,4002
20190402,41150,41150,40000,40700,2006
20190401,41200,41500,40550,41150,1316
20190329,40650,41350,40300,41200,3880
20190328,40450,41000,40300,40700,3797
20190327,40250,40850,40050,40550,2244
20190326,39500,40600,39400,40350,4474
20190325,38900,40100,38800,39850,9722
20190322,40300,40400,39850,40100,5014
20190321,40000,40600,40000,40300,4115
20190320,40350,40450,40000,40400,3645
20190319,40350,40400,40150,40350,2329
20190318,40000,40400,40000,40200,2900
20190315,40950,40950,40050,40050,5953
20190314,41350,41450,40500,40800,3563
20190313,41000,41400,40800,41350,3798
20190312,41350,41550,40700,41450,5104
20190311,41350,41450,40800,41400,3001
20190308,40600,41300,40500,41300,4183
20190307,41300,41600,40650,41250,3057
20190306,41100,41300,40900,41250,4118
20190305,41000,41350,40400,41100,6109
20190304,41550,42000,40400,40900,11607
20190228,41900,42150,41150,41500,14438
20190227,41900,42150,41350,42000,6603
20190226,41550,42000,41300,41900,6692
20190225,40650,42000,40650,41900,12944
20190222,40600,40800,40400,40650,6332
20190221,40650,40650,40150,40600,5031
20190220,40900,40900,40300,40700,4887
20190219,41200,41200,40750,40850,7651
20190218,40650,41300,40550,40800,14793
20190215,39900,40600,39800,40500,13009
20190214,39300,39850,38950,39800,15862
20190213,38750,39300,38400,39000,8438
20190212,38000,38800,37700,37900,10529
20190211,37400,37950,37000,37950,8111
20190208,37450,37600,36600,37500,5267
20190207,37250,37500,36850,37250,3209
20190201,37800,37850,36850,37250,3112
20190131,36550,37500,36550,37450,9065
20190130,35250,36500,35150,36450,12443
20190129,35300,35300,34500,35150,5662
20190128,35250,35700,34950,35000,8619
20190125,33900,35200,33900,34950,13203
20190124,33700,33900,33150,33900,6935
20190123,33750,34050,32900,33700,21769
20190122,33950,34050,33550,34050,4419
20190121,34400,34400,33400,33950,2873
20190118,34300,34300,33850,34100,1340
20190117,34100,34100,33700,33900,1799
20190116,33750,34050,33650,34000,2090
20190115,32500,33750,32500,33750,5166
20190114,32850,32900,32500,32600,2572
20190111,32700,33150,32550,33100,751
20190110,32900,33600,31000,32700,3953
20190109,32700,33600,32700,33300,1337
20190108,32500,33300,32500,32900,290
20190107,32400,33000,32300,32950,1543
20190104,32850,32850,31100,32300,2335
20190103,33300,33400,32600,32600,2296
20190102,33500,33500,32850,33300,3818
20181228,34000,34000,33150,33450,3004
20181227,34000,34000,33300,33450,4624
20181226,34350,34650,33950,34600,8958
20181224,34500,34750,33850,34250,11186
20181221,34900,35000,34500,34750,3105
20181220,34600,34900,34250,34900,3332
20181219,34900,34950,34600,34900,1247
20181218,33800,34900,33800,34900,3966
20181217,34950,34950,33900,34200,1955
20181214,34300,35000,34050,34350,3706
20181213,34150,34850,34150,34700,1457
20181212,34600,34600,34100,34400,390
20181211,34400,34400,34000,34200,2258
20181210,34950,34950,33950,34400,4276
20181207,35200,35250,34550,35000,5047
20181206,35300,35350,34700,34950,2669
20181205,34250,35250,34250,35200,5733
20181204,34750,34950,34300,34900,3090
20181203,34700,34750,34450,34750,2299
20181130,34100,34650,34100,34400,2785
20181129,34200,34750,34050,34500,6969
20181128,34000,34200,33950,34200,2008
20181127,34150,34300,33750,34000,3213
