,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,14950,15000,14500,14750,1058225
20200730,14750,15150,14550,14950,2780576
20200729,14200,14750,13950,14500,2771419
20200728,13550,15600,13400,14200,17271097
20200727,12500,13700,12300,13300,2830300
20200724,12200,12650,12100,12400,538284
20200723,12700,13150,12350,12400,1986948
20200722,12600,12650,12250,12350,498951
20200721,12800,12800,12350,12600,538203
20200720,12500,13150,12100,12550,1131868
20200717,12450,12450,11600,12450,1016102
20200716,12600,12600,12050,12250,838986
20200715,13350,13400,12550,12600,1106819
20200714,12900,13150,12500,13100,1224250
20200713,12750,13100,12500,12900,1157130
20200710,12600,12900,12150,12700,925075
20200709,13000,13100,12600,12650,890004
20200708,13200,13300,12350,12950,1399530
20200707,13200,13550,13000,13150,1395511
20200706,12750,13500,12400,13300,2860519
20200703,12600,12850,12500,12650,1244157
20200702,12250,13050,12050,12500,3435099
20200701,12250,12650,11900,12250,2261558
20200630,11700,13250,11500,12200,11450306
20200629,11200,12200,11050,11550,6637186
20200626,11400,11700,10850,11050,1971397
20200625,10700,11500,10400,11150,2777019
20200624,10900,12250,10700,11000,12964674
20200623,9770,10950,9770,10950,5883906
20200622,9490,9890,9450,9740,1458956
20200619,9490,10250,9100,9400,3550227
20200618,9580,9640,9330,9550,772809
20200617,9550,9650,9100,9430,959829
20200616,9480,9930,9380,9680,2395801
20200615,9180,10050,9000,9200,4011089
20200612,8760,9220,8400,9140,1415983
20200611,9860,9870,9310,9310,1741775
20200610,10250,10300,9800,9800,1374893
20200609,10050,10500,9800,10150,2661901
20200608,9490,10500,9490,10050,8880041
20200605,9740,9740,9290,9440,1618701
20200604,9500,10250,9320,9660,8303611
20200603,8650,10900,8450,9650,30802223
20200602,8290,8400,8130,8400,1279823
20200601,8080,8310,8020,8160,565194
20200529,7800,8170,7780,8070,614933
20200528,8260,8280,7610,7890,1040931
20200527,8400,8450,8210,8280,629544
20200526,8420,8560,8280,8400,969494
20200525,8390,8530,8270,8370,952745
