,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20170405,11850,12150,11750,12150,176514
20170404,11900,12000,11750,11850,135489
20170403,11800,11850,11700,11850,100815
20170331,11700,11850,11650,11800,67648
20170330,11800,11850,11650,11700,40227
20170329,11650,11800,11550,11750,88162
20170328,11600,11700,11500,11600,70916
20170327,11700,11900,11550,11650,77899
20170324,11700,11750,11600,11700,49619
20170323,11900,11900,11550,11600,80129
20170322,11650,11850,11600,11800,96879
20170321,11900,12150,11750,11850,159717
20170320,11750,12000,11500,11850,198189
20170317,11450,11800,11350,11700,192941
20170316,11400,11600,11350,11400,76615
20170315,11450,11450,11300,11400,63319
20170314,11500,11500,11300,11400,108415
20170313,11600,11600,11300,11550,71253
20170310,11500,11600,11150,11500,138289
20170309,11350,11700,11350,11550,173976
20170308,11300,11500,11250,11350,100224
20170307,11300,11350,11050,11250,109811
20170306,11250,11550,11200,11400,95660
20170303,11600,11750,11200,11300,145190
20170302,12000,12000,11600,11650,229824
20170228,11500,12100,11400,11900,468548
20170227,11500,11600,11350,11450,86947
20170224,11150,11550,11100,11550,171086
20170223,11650,11700,11150,11150,169142
20170222,11250,11600,11250,11550,301029
20170221,11000,11200,10950,11200,94881
20170220,11000,11150,10900,11000,127062
20170217,11000,11150,10900,10950,87264
20170216,11050,11100,10850,10950,76119
20170215,10900,11000,10800,11000,107289
20170214,11200,11200,10900,10900,137653
20170213,11450,11450,11100,11200,231986
20170210,11050,11500,11000,11400,212097
20170209,10850,11100,10800,10900,92966
20170208,11100,11100,10850,10850,44407
20170207,10900,11100,10850,11000,58196
20170206,10850,11050,10800,10800,65401
20170203,11150,11200,10750,10850,38118
20170202,11250,11250,10950,11150,81796
20170201,10700,11250,10700,11200,145571
20170131,10550,10800,10550,10700,55017
20170126,10650,10700,10500,10600,32388
20170125,10500,10650,10500,10650,53195
20170124,10450,10600,10450,10550,57019
20170123,10450,10700,10350,10400,111295
20170120,10650,10750,10550,10650,43421
20170119,10750,10850,10600,10650,70554
20170118,10600,10700,10550,10700,35526
20170117,10650,10850,10650,10650,40787
20170116,10900,10950,10600,10700,61038
20170113,10650,10900,10650,10800,54806
20170112,10700,10750,10550,10650,91322
20170111,10750,10850,10600,10700,135495
20170110,11250,11300,10850,10850,135491
20170109,11550,11600,11250,11250,72886
20170106,11650,11800,11500,11600,57021
20170105,11600,11850,11500,11650,115268
20170104,11550,11600,11350,11550,61717
20170103,11200,11550,11200,11550,101699
20170102,11250,11300,11150,11150,41889
20161229,11400,11550,11250,11350,41192
20161228,11350,11450,11200,11450,46386
20161227,11350,11500,11200,11300,73499
20161226,11400,11550,11300,11300,71305
20161223,11200,11300,11100,11250,37515
20161222,11150,11250,11050,11100,74402
20161221,11200,11250,11100,11200,76229
20161220,11400,11400,11150,11250,53730
20161219,11650,11700,11350,11400,60101
20161216,11450,11550,11150,11550,112612
20161215,11300,11450,11150,11450,54725
20161214,11300,11450,11050,11400,71482
20161213,11250,11400,11150,11300,46466
20161212,11150,11450,11150,11250,85257
20161209,10800,11150,10750,11150,75962
20161208,10600,10900,10550,10900,82975
20161207,10450,10600,10450,10600,37542
20161206,10250,10600,10250,10400,38025
20161205,10400,10500,10150,10300,111479
20161202,10850,10850,10450,10500,63568
20161201,10850,10900,10700,10750,25766
20161130,10800,10950,10700,10900,44274
20161129,10650,10950,10550,10900,63319
20161128,10850,10950,10550,10550,64820
20161125,10500,11000,10450,10900,61774
20161124,10750,10850,10550,10550,66348
20161123,10850,10950,10700,10900,57363
20161122,10800,11000,10750,10900,43000
20161121,11250,11300,10800,10800,75567
20161118,11100,11450,11100,11300,101687
20161117,11250,11250,11100,11100,55220
20161116,10850,11300,10800,11250,126225
20161115,10750,11000,10650,10800,52361
20161114,10750,10800,10550,10800,52059
20161111,11000,11000,10750,10900,50273
20161110,10800,11000,10700,10950,68322
20161109,11050,11200,10200,10600,220927
20161108,11000,11150,10900,10950,58127
20161107,10750,11100,10550,11050,87807
