DATE,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,123000,123000,119000,120600,61667
20200730,123600,125900,121900,122500,69605
20200729,122000,123800,121500,122700,62922
20200728,121800,124100,121700,122400,35903
20200727,123400,125800,121700,121700,42206
20200724,125000,126300,123000,125500,58168
20200723,123700,128300,123600,126400,77345
20200722,126900,127200,124800,124900,60822
20200721,123200,127400,123200,124800,89174
20200720,126900,128000,123000,125000,46198
20200717,124000,128200,123300,126900,77186
20200716,125300,125700,122200,123300,63350
20200715,129000,129100,124300,124300,95367
20200714,128000,130100,126100,128500,89340
20200713,130800,130800,127200,129200,105467
20200710,128500,133000,126000,129000,153890
20200709,129000,131300,126400,129000,139913
20200708,131300,132500,128600,128800,246900
20200707,136000,137000,131600,131800,114378
20200706,125000,136100,124800,136000,249906
20200703,124600,124600,121700,123500,91357
20200702,113600,123500,112400,123000,185211
20200701,117600,118200,113000,113000,82345
20200630,116900,120000,112300,117600,245755
20200629,105000,114000,104000,108500,163090
20200626,102900,105200,102800,105000,37611
20200625,105100,106500,102700,102700,56825
20200624,105400,107900,105000,107000,75603
20200623,102900,108000,102900,104900,69928
20200622,102700,104300,101500,103000,49762
20200619,104400,105300,101600,103400,54870
20200618,104500,106300,103600,104300,32277
20200617,103300,108000,103300,105000,52503
20200616,102100,107200,102100,105600,63754
20200615,105000,106800,101000,101000,67914
20200612,103000,106900,102000,105700,49911
20200611,107300,108800,105700,106500,77886
20200610,109000,109700,107200,107200,49610
20200609,108200,108600,107000,108200,32148
20200608,107400,109400,106600,107000,36746
20200605,108300,108800,106600,108000,41473
20200604,107700,108800,106400,107000,46571
20200603,108600,109900,106200,108100,89394
20200602,106800,110300,106800,108000,47651
20200601,106200,108500,105600,108000,40013
20200529,107000,108500,105500,106000,56607
20200528,113300,113300,105700,106400,107218
20200527,113000,113900,110900,113000,40544
20200526,108000,114000,108000,113500,94769
20200525,107200,107300,105400,107000,29981
20200522,108000,108100,105300,106200,70451
20200521,110100,111400,107500,108300,48643
20200520,109500,112200,109400,110600,43958
20200519,112600,113000,108900,109500,43391
20200518,112200,114500,110900,110900,45060
20200515,113300,114400,107700,112900,67609
20200514,111700,115000,106800,113100,86132
20200513,114200,116400,110800,111500,100470
20200512,116100,116700,113600,116400,55279
20200511,117200,117200,111300,115600,63342
20200508,110500,116400,110500,114800,114768
20200507,108700,110600,106700,110300,50948
20200506,104000,109500,104000,108900,69833
20200504,104800,107700,102500,102500,49425
20200429,107200,108000,106100,107000,52560
20200428,104600,106600,104000,106500,58239
20200427,104500,106800,104300,106000,44086
20200424,104300,107000,103700,104600,64948
20200423,104000,107000,103200,105100,54636
20200422,100200,105000,99800,105000,93213
20200421,102500,103400,100100,101200,48544
20200420,103400,104500,101400,103400,46512
20200417,100100,103500,100000,103000,71706
