DATE,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,24100,27900,24100,25050,1936512
20200730,24300,24300,23150,23500,241764
20200729,24900,25550,23600,24300,477389
20200728,27050,27150,23400,23850,712538
20200727,25300,29050,25200,27050,3078878
20200724,19500,23750,19500,23750,2035123
20200723,17150,18650,17150,18300,277924
20200722,16400,17550,16350,17050,150214
20200721,16250,16450,15950,16400,15650
20200720,15850,16250,15850,16200,7441
20200717,16100,16100,15850,16100,7503
20200716,16200,16250,16000,16150,7535
20200715,15800,16250,15700,16200,35170
20200714,15700,15750,15600,15750,6710
20200713,15600,15850,15400,15700,124884
20200710,15700,16000,15050,15600,16103
20200709,15550,15800,15500,15750,13413
20200708,15500,15850,15500,15700,5041
20200707,15700,15850,15400,15600,12154
20200706,15700,15750,15500,15700,5518
20200703,15600,15850,15600,15700,9922
20200702,15350,15600,15300,15550,5660
20200701,15400,15800,15200,15300,5913
20200630,15500,15550,15300,15300,2868
20200629,15600,15750,15350,15350,12870
20200626,15700,15950,15650,15800,6987
20200625,15900,16000,15700,15700,4644
20200624,15700,16100,15700,15900,15948
20200623,15900,16000,15650,15650,10428
20200622,16050,16050,15700,15900,4888
20200619,16200,16250,15800,16050,4077
20200618,16150,16350,16000,16200,3384
20200617,15900,16250,15700,16200,7798
20200616,15300,16350,15300,16000,22591
20200615,16200,16350,15100,15150,28127
20200612,15900,15950,15400,15800,29165
20200611,16800,16950,16350,16350,19761
20200610,17150,17150,16500,16800,28009
20200609,17100,17300,17000,17050,9610
20200608,17600,17600,17050,17050,34478
20200605,17200,17550,17100,17350,22604
20200604,17600,17650,17200,17300,18377
20200603,17350,17850,17300,17550,38593
20200602,17250,17450,16850,17350,38873
20200601,17250,17300,16900,17250,7942
20200529,16800,17400,16750,17250,20763
20200528,17450,17700,16500,16750,27246
20200527,16850,17400,16500,17350,34732
20200526,16050,16800,15850,16750,29472
20200525,16100,16200,15850,16050,14066
20200522,16550,16550,16000,16100,18142
20200521,16950,16950,16200,16550,17314
20200520,16200,16900,15950,16600,29374
20200519,15700,16050,15650,16000,19464
20200518,15900,15950,15300,15600,23352
20200515,15700,15950,15300,15750,18942
20200514,16000,16000,15350,15500,17610
20200513,15600,16000,15600,15800,13411
20200512,16250,16250,15600,15700,24645
20200511,16250,16400,16050,16150,19571
20200508,16500,16650,16350,16400,17921
20200507,16100,16600,16050,16500,31559
20200506,16000,16100,15850,16050,16461
20200504,15900,16200,15600,15700,18707
20200429,16150,16400,15900,16000,16246
20200428,16000,16150,15650,16150,35626
20200427,15700,15950,15500,15850,16892
20200424,16100,16100,15250,15500,44527
20200423,16100,16150,15800,16100,15772
20200422,15000,16100,14800,16100,32913
20200421,15300,16000,14600,15350,42246
20200420,15700,15750,15400,15450,22056
20200417,15750,15750,15300,15650,17930
20200416,15400,15400,14600,15200,33762
20200414,15000,15400,14950,15200,13387
20200413,14900,15400,14800,14850,21043
20200410,14750,15300,14600,15200,16685
20200409,14850,15100,14600,14800,17198
20200408,14500,15000,14050,14800,22161
20200407,14200,14250,13750,14250,19912
20200406,13250,13650,13200,13650,12534
20200403,13100,13600,12900,13200,13803
20200402,12700,13300,12300,13250,27442
20200401,13100,13150,12500,12500,38368
20200331,12500,13300,12500,13100,36423
20200330,11400,12500,11300,12500,22575
20200327,11850,12150,11500,11650,39858
20200326,10800,11550,10450,11300,43722
20200325,10900,10900,10300,10700,48515
20200324,9500,10250,9500,10100,45704
20200323,9440,9680,8930,9560,48402
20200320,9200,9930,8900,9880,126196
20200319,11650,11750,8350,8900,606068
20200318,12500,12900,11600,11650,56504
20200317,12050,12900,12000,12550,26069
20200316,13450,13550,12350,12450,19230
20200313,12950,13550,11900,13450,72779
20200312,15050,15700,13550,13950,64335
20200311,15900,16100,15150,15350,22283
20200310,15750,16300,15750,15900,17542
20200309,16600,16600,15900,16000,7765
20200306,17000,17100,16650,16900,4009
20200305,17100,17350,16700,17100,9336
20200304,16450,17100,16450,17000,4889
20200303,16800,16800,16450,16700,4236
20200302,16250,17000,16050,16450,28570
20200228,17050,17050,16000,16650,21465
20200227,17350,17400,16850,17050,9584
20200226,17250,17400,16900,17100,8041
20200225,16400,17450,16400,17200,7212
20200224,17500,18000,16700,16700,30684
20200221,17600,17950,17600,17800,2639
20200220,18200,18400,17950,17950,3597
20200219,18500,18500,18050,18050,1816
20200218,18750,18750,18350,18500,3019
20200217,18850,19000,18650,18800,2114
20200214,19000,19200,18750,19000,4188
20200213,19200,19500,18800,18850,3178
20200212,19350,19700,19100,19200,6035
20200211,18900,19600,18850,19350,10804
20200210,18100,18900,18100,18900,10269
20200207,17850,18200,17850,18000,5189
20200206,17950,18400,17950,18200,5045
20200205,18400,18400,17900,17950,5729
20200204,17450,18450,17100,18400,9176
20200203,17650,17650,17000,17450,15574
20200131,18500,18500,17850,17850,11031
20200130,18800,18800,18300,18300,3777
20200129,18600,18800,18600,18700,1748
20200128,19100,19100,18550,18600,8648
20200123,19100,19300,19050,19250,1989
20200122,19200,19450,19050,19100,4844
20200121,19300,19400,19200,19200,1207
20200120,19500,19700,19150,19500,4302
20200117,19300,19500,19200,19350,8233
20200116,19600,19600,19400,19500,3273
20200115,19050,19600,18900,19600,7947
20200114,19150,19200,18900,18900,4785
20200113,19000,19150,18950,19000,5459
20200110,19350,19350,19000,19000,2894
20200109,19050,19650,19000,19400,2998
20200108,19600,19600,18650,19050,10861
20200107,19700,20000,19450,19500,4686
20200106,20000,20000,19450,19750,4749
20200103,19950,20300,19750,20000,4947
20200102,19950,20300,19500,20100,5123
20191230,20250,20300,19950,20250,3734
20191227,20050,20150,19750,20150,4426
20191226,19550,19950,19400,19950,7731
20191224,19600,19600,19300,19400,3947
20191223,19200,19550,19200,19550,4619
20191220,19650,19650,19250,19500,2640
20191219,19700,19700,19250,19550,3578
20191218,19700,19700,19400,19400,1611
20191217,19800,19850,19350,19800,2909
20191216,19700,20000,19600,19750,3520
20191213,19100,19550,19000,19550,6280
20191212,18850,19100,18800,19100,5347
20191211,19250,19300,18500,18700,11765
20191210,18950,19300,18750,19050,3991
20191209,19100,19150,18750,18900,5335
20191206,19950,19950,18900,19000,17692
20191205,19800,20100,19600,19600,4500
20191204,20400,20400,19700,19750,9335
20191203,20300,20400,20100,20300,3541
20191202,21600,21600,20350,20400,4387
20191129,20600,20600,20450,20550,3220
20191128,20900,21000,20450,20700,4611
20191127,20550,20800,20450,20800,5833
20191126,20950,20950,20600,20800,3665
20191125,20800,21500,20650,20800,4269
20191122,20800,21150,20400,20800,8111
20191121,21850,21850,20900,21000,4872
20191120,22700,22700,21600,21650,3038
20191119,22050,22400,21450,22400,4913
20191118,22100,22200,21800,21800,2164
20191115,22300,22700,21850,21850,4683
20191114,22300,22750,22250,22700,6902
20191113,22900,22950,22300,22300,3081
20191112,22450,22900,22400,22800,995
20191111,22900,22950,22450,22450,4074
20191108,22900,23050,22700,22700,2527
20191107,22100,22950,22100,22900,8940
20191106,22000,22500,22000,22400,5461
20191105,21750,22250,21650,22050,2875
20191104,21700,21800,21550,21800,3846
20191101,21700,21700,21350,21700,2293
20191031,21750,21750,21200,21700,3886
20191030,21800,21800,21300,21750,3059
20191029,21800,21850,21500,21600,1857
