DATE,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,26750,26900,25800,26850,615974
20200730,26500,27200,26450,26700,432152
20200729,26200,26650,26050,26650,244766
20200728,26500,26750,25950,26400,439138
20200727,26800,27200,26300,26450,363656
20200724,26700,27350,26550,26800,319125
20200723,27700,27800,26650,27000,409861
20200722,27450,28300,27300,27700,485835
20200721,27750,27850,27000,27250,351212
20200720,27300,27750,26750,27500,402058
20200717,27850,28100,27100,27250,403853
20200716,27150,28100,26950,27850,598387
20200715,26550,27950,26400,27150,869825
20200714,26050,26250,25800,26100,173380
20200713,25700,26250,25100,26150,280866
20200710,26600,26900,25550,25650,369539
20200709,26450,26500,26000,26500,436295
20200708,26250,26650,26150,26450,300845
20200707,26500,26500,26000,26250,297481
20200706,26200,26350,25650,26250,338221
20200703,26150,26450,25500,26050,490920
20200702,24900,25650,24850,25600,273222
20200701,25100,25550,24700,24800,356079
20200630,24500,25300,24450,24550,387742
20200629,24350,24550,24000,24350,357676
20200626,25050,25150,24650,24950,312197
20200625,25400,25400,24800,24800,413373
20200624,25400,25900,25150,25850,288408
20200623,26150,26250,25150,25300,300327
20200622,26400,27000,25900,25950,391036
20200619,26450,26700,25700,26700,324137
20200618,26300,26550,26000,26100,293900
20200617,26350,26650,25750,26550,453120
20200616,25900,26600,25900,26550,439340
20200615,26600,26850,25050,25350,522259
20200612,26500,27050,26350,26800,689983
20200611,28200,28550,27450,27750,765785
20200610,28700,28800,28100,28400,401386
20200609,29150,29450,28250,28700,516312
20200608,29850,29850,28700,29250,471175
20200605,29700,29700,29350,29450,352985
20200604,30100,30450,29050,29250,690302
20200603,29000,29950,28900,29800,940669
20200602,28400,28950,27900,28850,643695
20200601,28500,28850,28150,28700,522907
20200529,27900,28850,27300,28550,896125
20200528,29250,29250,26850,27950,1221963
20200527,27250,28250,27100,28000,1391423
20200526,24400,28250,24250,27000,2922611
20200525,24350,24400,23900,24050,235446
20200522,24900,24900,23950,24100,335093
20200521,25100,25250,24600,24800,316468
20200520,24950,25250,24600,25100,347034
20200519,24200,25400,24200,24950,713762
20200518,24000,24050,23350,23850,243682
20200515,23850,24050,23500,23800,275697
20200514,23950,24200,23350,23700,443952
20200513,23400,24350,23350,24350,302687
20200512,24300,24600,23700,23850,505282
20200511,24950,25100,24500,24550,309407
20200508,25250,25500,24900,25050,439412
20200507,24800,25200,24700,24850,427112
20200506,24700,24800,24150,24800,404917
20200504,24800,24900,24350,24350,521965
20200429,25450,25700,25000,25300,527881
20200428,25000,25300,24350,25300,511985
20200427,24200,24700,24000,24500,471505
