,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,17800,18200,17600,17700,459669
20200730,17700,18250,17550,17700,486967
20200729,18150,18200,17750,17850,323947
20200728,18000,18400,17750,18050,593019
20200727,17850,18550,17600,17850,700803
20200724,17750,18100,17250,17750,644070
20200723,17150,18200,16850,17750,1134657
20200722,17500,17500,16850,17150,635414
20200721,17100,17650,16950,17400,658937
20200720,17400,17550,16850,16950,645415
20200717,17500,17750,17050,17400,722732
20200716,18200,18600,16600,17550,1634133
20200715,19300,19350,18450,18500,702834
20200714,19950,20050,19000,19100,764620
20200713,20650,21050,19950,20000,1120412
20200710,19150,20850,18950,20150,2435409
20200709,18950,19100,18600,19100,406880
20200708,18800,19550,18700,18800,864073
20200707,19050,19200,18550,18550,568508
20200706,19400,19500,18850,18950,537056
20200703,18250,19700,18200,19350,1547381
20200702,17850,18900,17800,18400,926385
20200701,19250,19300,17900,17900,1016048
20200630,19950,19950,19000,19050,518385
20200629,20250,20350,19450,19700,957409
20200626,18900,20600,18700,19650,3012909
20200625,19400,19950,18900,18900,719450
20200624,19100,19900,18900,19500,786098
20200623,20450,20500,19000,19350,1258004
20200622,20000,20400,19250,20400,1014004
20200619,20050,20400,19500,19600,797688
20200618,20600,20750,19600,20250,1150675
20200617,20950,21550,20300,20600,876383
20200616,20750,21850,20550,21300,1404289
20200615,21750,22150,20000,20350,1480144
20200612,21850,23450,21700,21850,1755202
20200611,22950,23150,21950,22450,1246072
20200610,22900,23550,22750,22950,741372
20200609,23550,23750,23100,23100,653722
20200608,23300,23700,22400,23350,1065534
20200605,24300,24300,23400,23400,815487
20200604,25400,25550,23750,24050,1596509
20200603,25000,25550,23450,25000,2406471
20200602,25150,25750,24350,24800,1978990
20200601,23500,25000,23400,24400,1736951
20200529,23400,24300,23100,23100,1532646
20200528,24200,24700,22750,23600,2508231
20200527,26000,26200,24000,24500,2210892
20200526,26350,26600,25700,26000,967086
20200525,26500,26850,25200,26000,1786083
20200522,26850,27150,25750,26100,1624293
20200521,25000,27400,25000,27000,2895698
20200520,26150,26700,25200,25200,1672697
20200519,24400,26750,22200,25850,3833423
20200518,24600,27200,24300,25850,6397166
20200515,23750,25350,22950,24050,4581529
20200514,22500,23750,21900,23650,2381003
20200513,23400,23850,22350,22500,2603297
20200512,21900,23250,21200,23000,2982543
20200511,23500,23550,21350,21650,2844984
20200508,23550,23800,22800,23100,2188739
20200507,21400,24150,21250,23400,7758847
20200506,21300,22500,21100,21350,2920564
20200504,20000,21800,20000,21050,2616607
20200429,19400,20900,19300,20450,2508129
20200428,21000,21100,19150,19300,2771223
20200427,20300,21550,20150,20800,2697441
20200424,21250,22350,19850,19950,5035274
20200423,19100,23500,18800,21300,15967553
20200422,18050,19600,17950,18950,2895546
20200421,18400,18950,16700,18450,2879738
20200420,18100,19600,17700,18400,5123994
20200417,16250,17750,16200,17450,3095223
20200416,16050,17650,15400,16600,4287803
20200414,16250,16450,15700,16000,1539784
20200413,15850,16650,15300,15950,2955651
20200410,17000,17200,14500,15850,6818161
20200409,17750,18650,16750,17000,3727347
20200408,19150,21750,18250,18300,14015404
20200407,16300,20650,15450,19800,29120974
20200406,14500,17350,14200,16700,11226384
20200403,14350,15150,13400,14200,9071118
20200402,13550,14900,12650,14900,23099035
20200401,12450,13000,11250,11500,4970615
20200331,11550,12300,11050,12250,5195916
20200330,11150,11700,10850,11450,3079485
20200327,11100,12150,10050,10950,9950176
20200326,10850,11250,10550,10700,3576639
20200325,10100,10950,9950,10550,3666895
20200324,9580,9950,9580,9730,1943815
20200323,10250,11000,9400,9400,3977402
20200320,9940,11550,9700,10600,10676657
20200319,12150,13350,10150,10850,23998183
20200318,9500,10800,9460,10400,4207079
20200317,8800,9620,8700,9310,1243176
20200316,9700,10250,9240,9410,3006957
20200313,9330,9860,9200,9400,1392769
20200312,10100,11250,9800,10000,6016984
20200311,9790,10100,9240,9250,1313984
20200310,10000,10000,9200,9470,1353533
20200309,9270,10500,9060,10150,4112476
20200306,9030,9230,8810,9040,617212
20200305,9380,9440,9100,9160,632064
20200304,8960,9340,8960,9340,614261
20200303,9350,9650,9090,9110,1237900
20200302,9870,9970,8890,9330,1189307
20200228,11600,11750,9750,9750,3213911
20200227,12000,12350,11600,11850,1124041
20200226,11850,12100,11600,11850,707246
20200225,11800,12250,11800,12000,599512
20200224,11850,12250,11800,12000,770919
20200221,11700,12250,11700,11950,667429
20200220,12400,12450,11750,11900,897707
20200219,12000,12450,11650,12300,1264999
20200218,12100,12100,11700,11900,1069142
20200217,11600,12100,11500,11800,1278943
20200214,11250,11600,11100,11400,423299
20200213,11600,11600,11150,11250,338531
20200212,11250,11500,11050,11300,361974
20200211,11200,11250,11050,11250,230566
20200210,10950,11250,10700,11200,290015
20200207,10950,11450,10800,11100,694513
20200206,10550,10950,10500,10850,410464
20200205,10800,10850,10450,10500,375398
20200204,10750,10850,10500,10600,394594
20200203,10450,11100,10150,10550,1105072
20200131,11300,11500,10400,10450,1082837
20200130,11550,11650,10800,10850,791778
20200129,12100,12150,11350,11450,1152354
20200128,11150,12600,10900,12050,4801043
20200123,11150,11200,10950,11150,180999
20200122,10950,11450,10950,11200,291140
20200121,10900,11050,10750,10950,200817
20200120,11250,11300,10750,11000,388395
20200117,11150,11500,11100,11200,413481
20200116,11100,11350,11050,11100,283623
20200115,11150,11400,11100,11100,215360
20200114,11400,11650,11150,11250,754113
20200113,11100,11350,10950,11300,495861
20200110,11000,11200,10850,11050,317354
20200109,10700,11000,10600,11000,546213
20200108,10600,10750,10150,10400,749443
20200107,11000,11450,10700,10800,976647
20200106,10300,11000,10200,10900,1016366
20200103,10450,10700,10350,10550,767471
20200102,10100,10500,9980,10400,682617
20191230,10050,10050,9880,9990,294347
20191227,10200,10200,9870,10050,715977
20191226,9750,10100,9710,9950,777837
20191224,9530,9680,9450,9590,144179
20191223,9770,9770,9520,9540,172211
20191220,9800,9800,9550,9750,177564
20191219,9790,9910,9640,9740,150448
20191218,9740,9810,9670,9700,108936
20191217,9830,9950,9600,9770,291450
20191216,9900,9900,9780,9800,111298
20191213,9870,10100,9750,9830,486514
20191212,9680,9850,9610,9790,296467
20191211,9620,9830,9550,9680,168265
20191210,9400,9640,9400,9590,104670
20191209,9590,9600,9410,9550,90323
20191206,9190,9660,9190,9590,198298
20191205,9160,9500,9130,9190,159938
20191204,9300,9300,9100,9130,132339
20191203,9250,9430,9140,9390,169219
20191202,9530,9640,9350,9380,152845
20191129,9630,9740,9360,9530,260679
20191128,9760,9880,9590,9630,216347
20191127,10100,10100,9840,9870,224892
20191126,9950,10200,9820,10050,457209
20191125,9710,9920,9700,9870,178461
20191122,9620,9920,9610,9710,276919
20191121,9870,9920,9650,9650,323805
20191120,10300,10350,9670,9870,795362
20191119,10100,10350,9990,10200,622831
20191118,9710,10200,9610,10100,823077
20191115,9460,9880,9460,9720,433501
20191114,9850,10800,9480,9590,2475194
20191113,9730,9920,9620,9680,470580
20191112,9890,10050,9600,9630,697414
20191111,9800,9940,9520,9890,780058
20191108,9560,9850,9470,9650,997959
20191107,8580,10000,8440,9650,4195109
20191106,8430,8540,8410,8510,126988
20191105,8240,8480,8220,8470,229185
20191104,8150,8500,8150,8300,116740
20191101,8160,8200,8050,8170,80031
20191031,8060,8190,8010,8160,87563
20191030,8220,8250,8060,8100,128375
20191029,8300,8380,8220,8250,110894
20191028,8250,8720,8120,8270,389054
20191025,8120,8210,8000,8110,102504
20191024,8030,8130,7960,8070,140744
20191023,8050,8150,7960,8120,107059
20191022,8090,8090,7890,8020,203094
20191021,8120,8150,8000,8010,131187
20191018,8130,8200,8100,8120,94741
20191017,8300,8330,8100,8140,224988
20191016,8340,8410,8270,8310,95138
20191015,8280,8350,8210,8340,117112
20191014,8210,8330,8100,8200,181311
20191011,8140,8220,8040,8120,145879
20191010,8400,8440,8080,8130,245204
20191008,8550,8670,8350,8440,187714
20191007,8630,8860,8540,8550,190976
20191004,8410,8630,8400,8520,100146
20191002,8810,8810,8410,8440,107249
20191001,8430,8650,8350,8650,124560
20190930,8600,8630,8370,8490,66925
20190927,8510,8640,8480,8540,72329
20190926,8650,8790,8450,8530,123505
20190925,8800,8900,8670,8670,169782
20190924,8790,8940,8690,8920,172052
20190923,8700,8830,8650,8660,150877
20190920,8720,8800,8550,8710,93926
20190919,8540,8890,8540,8730,262881
20190918,8510,8590,8440,8540,122225
20190917,8560,8630,8450,8570,137443
20190916,8290,8650,8240,8560,304820
20190911,8200,8250,8160,8180,133562
20190910,8250,8320,8150,8190,129750
20190909,8430,8600,8200,8220,253374
20190906,8160,8580,8160,8430,446360
20190905,8160,8240,8090,8130,180917
20190904,8020,8170,7960,8100,147971
20190903,8030,8180,7900,8020,203023
20190902,7950,8110,7770,8030,194210
20190830,7850,8090,7740,8030,284115
20190829,7840,7910,7700,7710,207713
20190828,7770,7950,7710,7900,226338
20190827,7900,8080,7740,7740,341629
20190826,7510,9500,7430,7740,1558406
20190823,7820,7850,7510,7740,104106
20190822,7960,7960,7750,7830,149769
20190821,7710,7960,7620,7880,190380
20190820,7450,7770,7410,7750,230236
20190819,7480,7540,7360,7450,218097
20190816,7640,7700,7300,7450,431999
20190814,7900,8030,7820,7850,172930
20190813,7870,7950,7790,7810,213042
20190812,7890,8020,7820,7870,204642
20190809,7990,8060,7900,7970,254763
20190808,7780,8020,7710,7990,336776
20190807,7580,7880,7510,7600,459412
20190806,7790,8230,7570,7580,650067
20190805,9020,9140,8180,8180,531949
20190802,8910,9280,8850,9160,245544
20190801,9700,9700,9100,9100,589787
20190731,10050,10200,9600,9760,412242
20190730,9370,10050,9370,10050,510292
20190729,9780,10050,9340,9340,338947
20190726,10050,10350,9650,9770,634922
20190725,10050,10200,9960,9990,355471
20190724,10100,10200,9940,9960,324214
20190723,10100,10400,9990,9990,577461
20190722,9750,10100,9630,10050,499374
20190719,9310,10150,9310,9750,1050206
20190718,9290,9370,9100,9320,132842
20190717,9690,9690,9200,9300,263076
20190716,9680,9810,9480,9690,315739
20190715,9140,9820,9020,9690,335469
20190712,8850,9230,8840,9160,138653
20190711,8780,9030,8650,8900,184064
20190710,8570,8760,8570,8730,113983
20190709,8950,9030,8600,8670,231331
