,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,9420,9500,9100,9110,86105
20200730,9690,9700,9390,9420,63523
20200729,9160,9600,9130,9500,77988
20200728,9180,9350,9070,9160,64376
20200727,9390,9390,8960,9070,144082
20200724,9710,9880,9240,9300,243353
20200723,9940,10100,9660,9780,170962
20200722,9990,10100,9910,9910,96217
20200721,10050,10100,9940,9940,163074
20200720,10100,10200,10000,10050,71104
20200717,10300,10450,10050,10100,72634
20200716,10250,10750,10150,10300,195856
20200715,10150,10350,10000,10250,90784
20200714,10050,10150,9950,10000,61758
20200713,10150,10250,9990,10100,78096
20200710,10400,10400,9960,10000,131611
20200709,9910,10400,9900,10250,162310
20200708,9910,9980,9860,9910,39673
20200707,10050,10100,9880,9910,99915
20200706,9980,10050,9910,10050,47212
20200703,10050,10050,9900,9900,92280
20200702,10000,10100,9930,10050,82929
20200701,10050,10250,9940,9990,122829
20200630,10150,10250,10000,10000,77143
20200629,10200,10550,10050,10050,115893
20200626,10200,10450,10100,10350,188870
20200625,9930,10350,9870,10100,126159
20200624,10100,10150,9980,9990,73296
20200623,10200,10250,9940,10100,100698
20200622,10050,10250,9980,10050,71979
20200619,10250,10350,9980,10050,134502
20200618,10300,10400,10100,10250,75965
20200617,10300,10600,9940,10200,136911
20200616,10350,10550,10250,10550,147260
20200615,10800,10850,9900,10150,320753
20200612,10550,11050,10200,11050,302246
20200611,11800,11900,11350,11500,229369
20200610,11450,12250,11350,11950,668106
20200609,11800,11800,11200,11400,270691
20200608,11100,12500,10900,11800,1596272
20200605,11250,11250,10900,11050,83797
20200604,11300,11450,10800,11200,201407
20200603,10900,11900,10800,11200,622154
20200602,10450,10900,10350,10800,133814
20200601,10200,10600,10100,10450,81741
20200529,10050,10350,10000,10100,59087
20200528,10700,10700,9730,10050,142755
20200527,10800,10800,10450,10500,87024
20200526,10600,10850,10550,10750,102639
20200525,10650,10900,10400,10650,116067
20200522,11000,11050,10350,10550,128495
20200521,10900,11300,10750,10850,182711
20200520,10150,10950,10100,10850,226643
20200519,9820,10150,9560,10000,156891
20200518,10100,10100,9500,9610,320636
20200515,10350,10500,10150,10400,98091
20200514,10800,10850,10250,10250,164575
20200513,10750,11000,10700,10800,116557
20200512,11400,11550,10750,10950,211579
20200511,11550,11700,11100,11350,221432
20200508,11800,11800,11400,11450,225041
20200507,10950,11800,10900,11600,369864
20200506,10700,11000,10500,10950,182147
20200504,10350,10700,10300,10550,96059
20200429,10700,10900,10550,10650,110148
20200428,10750,10750,10350,10750,128569
20200427,10750,10850,10500,10650,100282
20200424,10700,11200,10500,10550,226840
20200423,10700,11000,10600,10700,161873
20200422,10600,10600,10150,10500,128099
20200421,10950,10950,10000,10600,277131
20200420,11400,11500,10800,10950,222001
20200417,10550,11350,10400,10950,469490
20200416,10200,10500,9950,10500,212287
20200414,10500,10750,10200,10350,257726
20200413,11100,11250,10150,10500,356873
20200410,12650,12950,10900,11150,1236866
20200409,9510,12200,9450,12200,1266559
20200408,9410,9560,9240,9410,137050
20200407,9560,9560,8710,9420,183974
20200406,8810,9190,8710,9180,144502
20200403,9000,9120,8600,8790,142820
20200402,8920,9010,8420,8810,169670
20200401,9560,9560,8910,8910,215645
