,STARTING_PRICE,HIGH_PRICE,LOW_PRICE,CLOSING_PRICE,TRADING_VOLUME
20200731,26850,26900,26300,26450,517002
20200730,26600,26600,25850,26400,406995
20200729,24650,26550,24550,26300,1398887
20200728,24600,25050,24400,24650,275611
20200727,24100,24350,23800,24300,160156
20200724,24750,24800,24150,24150,223598
20200723,25050,25100,24650,24900,164449
20200722,24900,25400,24900,25100,163890
20200721,25150,25350,24800,25100,191389
20200720,25200,25300,24550,24950,168850
20200717,25150,25550,24950,25100,232071
20200716,24700,25450,24500,25100,480238
20200715,24350,24600,24200,24450,239451
20200714,24250,24250,23900,24100,163588
20200713,24250,24450,24050,24400,108930
20200710,24600,24700,23950,24100,164783
20200709,24500,24800,24300,24550,175305
20200708,24550,24750,24200,24300,178676
20200707,25100,25150,24250,24550,266682
20200706,24550,25050,24400,24950,315516
20200703,24450,24500,23950,24100,113550
20200702,24250,24500,23950,24200,147032
20200701,23600,24550,23500,23800,325453
20200630,23550,23650,23150,23300,208338
20200629,23450,23600,22900,23050,198999
20200626,23250,24050,23100,23850,184409
20200625,23250,23600,23050,23100,185453
20200624,24150,24150,23750,23800,190193
20200623,23500,24300,23350,23750,258950
20200622,23150,23500,23000,23200,161935
20200619,23550,23650,23000,23350,170465
20200618,23450,23450,22900,23300,221307
20200617,22800,23850,22800,23200,242315
20200616,23300,23600,22850,23100,298325
20200615,24450,24450,22600,22600,309004
20200612,23700,24700,23650,24450,284229
20200611,25950,26050,25200,25350,289259
20200610,26100,26400,25900,25950,121910
20200609,26500,26900,26000,26100,237255
20200608,26950,26950,26400,26500,223428
20200605,26350,26650,26000,26500,197743
20200604,26400,26900,26100,26250,247711
20200603,26400,26450,26050,26200,252345
20200602,26050,26250,25850,26150,212266
20200601,25150,26000,25150,26000,211324
20200529,25250,25700,25000,25100,184147
20200528,26500,26600,25100,25450,387976
20200527,26600,26850,26100,26200,282728
20200526,26700,26900,26500,26750,231983
20200525,26700,26900,26150,26500,327963
20200522,27850,27950,26200,26450,601182
20200521,28800,28900,27750,27900,544867
20200520,27150,28350,27050,28200,339718
20200519,27550,27650,27100,27300,176916
20200518,27650,27650,26750,26950,178074
20200515,27500,28000,27200,27450,182666
20200514,27800,28000,27100,27100,178972
20200513,27550,28300,27350,27900,511675
20200512,27100,27350,26400,26950,173244
20200511,27600,27600,27050,27100,186776
20200508,27700,27850,27150,27600,296776
20200507,26500,27400,26250,27400,365449
20200506,25500,26600,25400,26500,265367
20200504,25200,25800,25100,25250,134467
20200429,26300,26800,25750,25900,325472
20200428,26000,26300,25300,26200,242864
20200427,25100,25800,24800,25800,201951
20200424,25550,25550,25000,25050,172751
20200423,25850,25950,25300,25650,148589
20200422,25150,25700,24850,25600,151929
20200421,25950,26350,24800,25600,363303
20200420,25950,26300,25500,25950,176994
20200417,26300,26650,25900,26150,343289
20200416,24800,25700,24750,25700,173860
20200414,24750,25450,24700,25050,226869
20200413,25650,25650,24300,24300,301889
20200410,26600,26600,25250,25700,387990
20200409,27100,27200,26200,26450,237066
20200408,26500,27200,26200,26500,216376
20200407,27100,27350,25900,26600,373261
20200406,25650,26250,25250,26200,306708
20200403,24950,26300,24800,25500,464616
20200402,24250,24600,23850,24500,235258
20200401,24250,25700,23800,23800,426229
20200331,24700,24750,23900,24500,331182
20200330,22700,24300,22500,24250,306921
20200327,24200,24650,23050,23450,440130
20200326,23950,24200,23000,23100,379298
20200325,23150,23650,22700,23600,465006
20200324,21500,22500,21000,22500,403125
20200323,21300,21600,20200,20500,392466
20200320,21800,23000,21150,22900,506361
20200319,24000,24050,19600,21150,871650
20200318,24350,25050,22700,22700,413561
20200317,22200,24550,22200,24350,433869
20200316,25600,25800,23200,23200,448783
20200313,24150,25750,22300,24900,655323
20200312,28150,28800,25800,26300,552728
20200311,29600,29650,28050,28300,376080
20200310,28700,29600,28450,29500,374486
20200309,29900,30400,28600,28700,418948
20200306,29650,31100,29550,30750,491678
20200305,30450,30500,29750,29950,443250
20200304,28350,29650,28350,29250,284135
20200303,29100,29400,28250,28350,292628
20200302,26750,28950,26500,28400,376841
20200228,28000,29250,26600,26700,499431
20200227,30450,30500,28350,28850,282707
20200226,29050,30750,28900,30550,266606
20200225,28650,29850,28200,29850,293281
20200224,28450,29250,28150,28450,393713
20200221,30250,30650,29500,29600,354466
20200220,32000,32300,30750,30850,316838
20200219,32400,32650,31150,31800,292788
20200218,33400,33400,32150,32250,331220
20200217,31900,33350,31500,33300,488439
20200214,31100,31650,30750,31600,214634
20200213,31550,32150,30950,31050,360590
20200212,31200,31600,30900,31250,177409
20200211,30750,31250,30650,30950,158397
20200210,31250,31250,30450,30650,273259
20200207,31000,31900,30850,31450,300644
20200206,31200,31300,30700,31100,175508
20200205,31550,31550,30500,30650,187257
20200204,30500,31000,30400,31000,201927
20200203,28800,30450,28450,30200,321364
20200131,31550,31700,29850,30000,351028
20200130,31600,32850,30850,31600,492837
20200129,32300,32450,31700,31900,192626
20200128,31200,32000,30750,31950,377690
20200123,32850,33650,32400,32900,270612
20200122,31900,33150,31850,32950,231263
20200121,33150,33150,31700,31900,504342
20200120,33600,33700,33000,33150,213005
20200117,33900,34050,33050,33200,238804
20200116,32900,33800,32800,33750,239628
20200115,32900,33700,32500,33000,260070
20200114,33350,33950,32800,32850,336261
20200113,34200,34300,32500,33100,590686
20200110,34250,34400,33700,34300,267376
20200109,33600,34350,33400,34250,377261
20200108,32900,33250,32000,32300,450460
20200107,33650,34100,32800,32950,298512
20200106,32800,33750,32650,33500,409079
20200103,34750,34850,33500,33750,440261
20200102,34050,34850,33950,34450,579964
20191230,32900,33700,32500,33600,340126
20191227,31800,32900,31550,32850,503313
20191226,29900,31800,29850,31700,404213
20191224,30700,30700,30050,30250,164439
20191223,31000,31150,30200,30700,157851
20191220,30900,31050,30100,30850,214379
20191219,31050,31800,30500,30750,500007
20191218,30700,31850,30450,30500,563670
20191217,30600,30850,30200,30650,265179
20191216,30250,30550,30050,30550,231366
20191213,30500,30550,29850,30200,300191
20191212,29300,30350,29200,29900,414999
20191211,29200,29400,28600,29150,241625
20191210,28800,29300,28400,29250,205503
20191209,29200,29600,28700,29050,173335
20191206,28000,29450,28000,29350,311826
20191205,28450,28850,27600,27900,222487
20191204,28000,28500,27850,28100,163909
20191203,27700,28600,27400,28350,287386
20191202,28650,28950,28100,28200,286482
20191129,29200,29300,28600,28750,228188
20191128,29500,29900,29100,29150,233211
20191127,30050,30300,29200,29700,280480
20191126,30000,30450,29600,30000,332639
20191125,29850,30200,29450,29750,291353
20191122,29300,30050,29100,29650,364199
20191121,29300,29850,28550,29200,559378
20191120,31400,31400,29350,29450,959493
20191119,31600,31800,30700,31550,593258
20191118,32550,32650,31100,32000,690365
20191115,31400,32650,30800,32250,938613
20191114,30250,32150,30200,31350,896246
20191113,30950,31100,29850,30050,450889
20191112,28750,31050,28300,31050,1077448
20191111,28750,29050,28050,28350,191150
20191108,28600,29800,28600,28750,294680
20191107,29000,29600,28250,28700,310380
20191106,29750,30250,28850,28900,544321
20191105,28100,30100,27850,29700,1208458
20191104,27050,28100,26750,28050,385208
20191101,26750,26850,26300,26650,161720
20191031,27000,27400,26700,27000,181933
20191030,27550,27700,26300,26400,326117
20191029,28350,28400,27550,27550,163008
20191028,28000,28750,27900,28100,363749
20191025,27550,28000,27150,27750,230773
20191024,27150,27500,27100,27300,137202
20191023,28000,28050,27100,27200,217043
20191022,28200,28200,27550,27900,240300
20191021,27700,28100,27350,28100,201629
20191018,28550,28650,27600,27700,224035
20191017,28400,28850,28050,28450,180410
20191016,28650,28800,28150,28400,182141
20191015,27600,28850,27550,28350,429732
20191014,27500,28150,27300,27400,318360
20191011,27800,27950,27000,27200,389402
20191010,29500,29800,27000,27600,704207
20191008,29200,29450,28300,29350,330775
20191007,28200,29200,28200,29050,252646
20191004,28500,29100,28050,28050,187672
20191002,28550,29150,28300,28500,205951
20191001,29350,29350,28500,29000,231279
20190930,29250,29300,28550,28950,220290
20190927,29900,29900,28950,29450,204315
20190926,29900,30250,29150,29900,281723
20190925,28900,30300,28500,29500,450759
20190924,30500,31050,28850,28850,613325
20190923,29800,30100,29000,29750,153308
20190920,29600,30500,29600,29950,232955
20190919,29700,30700,29400,29600,398684
20190918,29200,29800,28900,29650,210462
20190917,28700,29300,27950,29300,241281
20190916,29000,29100,28300,28800,147295
20190911,29100,29350,27600,28550,322125
20190910,29050,29650,28350,28750,215025
20190909,29900,29900,28900,28900,220271
20190906,30150,30750,29100,29350,570158
20190905,28100,29750,27800,29400,935913
20190904,26450,27650,26300,27550,293228
20190903,27150,27400,26450,26450,163769
20190902,26500,27050,26250,27000,138808
20190830,26800,27050,26300,26600,181014
20190829,27450,27700,25400,26200,416118
20190828,26500,27500,26100,26950,231649
20190827,26300,27700,26050,26550,431087
20190826,26200,26450,25350,25700,234783
20190823,25900,26950,25800,26900,244433
20190822,27000,27250,25850,26250,305265
20190821,26900,27450,26550,26650,361410
20190820,27900,28000,26600,26900,1061152
20190819,26900,28350,26900,28100,1115211
20190816,24600,26500,24550,26450,452099
20190814,25050,25600,24650,25000,281878
20190813,23950,24650,23500,24350,310110
20190812,22350,24200,21950,24200,271038
20190809,23150,23200,22600,22750,91633
20190808,22600,23150,22250,23050,146022
20190807,20000,22300,20000,22200,278034
20190806,21000,22500,20000,20650,259659
20190805,23100,23350,21800,21850,168778
20190802,22050,23550,22000,23200,162012
20190801,23200,23450,22600,22650,167793
20190731,22900,23800,22100,23650,212755
20190730,22000,23400,22000,23000,145195
20190729,23550,23600,22500,22750,176634
20190726,24200,24500,23500,23700,171472
20190725,24400,25500,23950,24650,120539
20190724,25750,25950,24550,24750,175708
20190723,26150,26450,25600,25850,192030
20190722,25750,26200,25400,25700,186479
20190719,26400,26450,25500,25800,237706
20190718,24300,26350,24300,26000,602398
20190717,24900,24900,23700,24000,160124
20190716,25100,25750,24900,25050,103120
20190715,25500,25600,24550,25050,99730
20190712,24850,25600,24050,25200,195927
20190711,23850,24700,23850,24350,217514
20190710,22650,23900,22650,23700,178342
20190709,22750,23450,22400,22400,220504
20190708,24800,24850,22700,22750,411555
20190705,26400,26450,25350,25350,152825
20190704,26200,26800,25950,26450,119102
20190703,26550,26750,26000,26200,124580
20190702,26350,26900,25900,26550,103520
20190701,26100,26900,25900,26150,114800
20190628,26000,26550,25500,26150,78861
20190627,25800,26650,25650,26150,101676
20190626,25850,26650,25600,25700,143327
20190625,27200,27200,25500,26000,219884
20190624,26400,27350,25700,26900,343008
20190621,26300,26500,25650,25700,135593
20190620,25200,26150,25200,26050,200000
20190619,25250,25650,24950,25150,155528
20190618,24550,24950,24350,24550,56697
20190617,25300,25400,24400,24500,83840
20190614,25200,25500,24800,25250,106797
20190613,25350,25550,24600,25150,128142
20190612,26200,26300,25050,25250,245062
20190611,25350,26450,25350,26200,209918
20190610,25750,25950,25200,25350,126899
20190607,24750,25800,24500,25350,263348
20190605,24900,24950,24400,24550,147448
20190604,23800,24550,23050,24550,184048
20190603,23400,23950,23000,23700,79036
20190531,23750,24050,23300,23700,122392
20190530,23500,24150,23000,23650,193183
20190529,22800,23650,22800,23350,172863
20190528,22500,23550,22500,23000,219926
20190527,21300,22950,21300,22400,239408
20190524,21900,22300,21400,21550,202884
20190523,22600,22850,22300,22450,136371
20190522,23300,23650,22750,22850,138847
20190521,22500,23500,22500,23150,120950
20190520,23350,23600,22600,22650,135514
20190517,23400,24000,22750,23050,141210
20190516,24200,24650,23100,23200,208969
20190515,23200,24200,23050,24000,186406
20190514,22400,23750,22400,23050,248166
20190513,23550,24100,23000,23000,115456
20190510,23650,24450,22750,23850,263220
20190509,24750,25050,23750,24000,309413
20190508,26550,26750,24500,24650,997625
20190507,27150,28000,27100,27250,141036
20190503,27600,28900,27500,27900,341877
20190502,27400,27700,27100,27150,118802
20190430,27900,28050,27150,27500,148293
20190429,26800,28200,26650,28050,211108
20190426,27800,27850,26750,26900,137355
20190425,27050,28150,27000,27800,155734
20190424,27550,27800,27000,27250,120907
20190423,27400,27400,26600,27200,185557
20190422,28600,28800,27200,27500,269396
20190419,28550,29000,28300,28500,98464
20190418,29150,29400,28350,28350,135687
20190417,29000,29700,28950,29150,229754
20190416,29800,29850,28550,28900,275019
20190415,30200,30350,29600,29900,141470
20190412,30350,30600,29950,30100,151252
20190411,30300,30700,29950,30400,231467
20190410,29950,30400,29500,30350,209578
20190409,28050,30000,28000,30000,467949
20190408,28700,28700,27700,28000,200544
20190405,28600,28900,28250,28500,109542
20190404,28650,29400,28200,28450,224745
20190403,28050,28800,27450,28600,193691
20190402,29100,29100,27700,28000,221592
